,date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune
2015-07-23,2015-07-23,3.414492405929193e+22,1.7833476238419627e+20,3305402885191364.0,6.5121451453583e+17,1712652381926549.8,8.593471145539962e+17,1.1290334084960469e+17,3942402556990636.5,2133356660534692.8
2015-07-24,2015-07-24,3.4151025444919188e+22,1.8090765091915114e+20,3284891652956762.5,6.718411707846106e+17,1713552816364764.5,8.574576879213656e+17,1.1255448123379122e+17,3949007903461698.0,2134900624253863.0
2015-07-25,2015-07-25,3.4157438598595675e+22,1.8466025381434543e+20,3270832373902112.5,6.928530966341917e+17,1714529712279308.2,8.556258095059766e+17,1.1220418986018675e+17,3955608984384947.5,2136412787045236.5
2015-07-26,2015-07-26,3.4164145365480003e+22,1.8953126983352628e+20,3262811126366931.5,7.14195347185762e+17,1715583218788951.5,8.538511621351932e+17,1.1185260688094725e+17,3962203841184328.5,2137892615258263.8
2015-07-27,2015-07-27,3.4171126730621983e+22,1.9536149683195304e+20,3260441337714693.0,7.358027326861746e+17,1716713495727229.0,8.521334276762209e+17,1.1149986945892643e+17,3968790523184215.0,2139339591686298.8
2015-07-28,2015-07-28,3.4178363222424277e+22,2.0186596604446838e+20,3263366117168580.0,7.575991659443968e+17,1717920725590172.5,8.504722886159839e+17,1.1114611144100733e+17,3975367091073779.0,2140753215409197.8
2015-07-29,2015-07-29,3.418583565897083e+22,2.0861535419580524e+20,3271259703645426.0,7.7949717238943e+17,1719205132567050.8,8.488674310583468e+17,1.1079146300052318e+17,3981931619637193.5,2142133000856848.8
2015-07-30,2015-07-30,3.4193526325355634e+22,2.150462479480959e+20,3283828139431703.0,8.013976339804916e+17,1720567009503245.5,8.473185497638074e+17,1.104360503147397e+17,3988482198211531.5,2143478475644808.0
2015-07-31,2015-07-31,3.420142054847738e+22,2.205205214597832e+20,3300809310640779.5,8.23189839246052e+17,1722006750743548.2,8.45825355441244e+17,1.1007999539034592e+17,3995016927004575.5,2144789176898621.0
2015-08-01,2015-08-01,3.4209508437281743e+22,2.244381350449827e+20,3321972497181759.5,8.447518965966843e+17,1723524884781829.0,8.443875836284812e+17,1.0972341616854531e+17,4001533907894305.0,2146064646250217.8
2015-08-02,2015-08-02,3.4217786370349976e+22,2.2637559019498324e+20,3347117558026372.0,8.65951537288295e+17,1725122097607208.0,8.43005003471638e+17,1.0936642699729946e+17,4008031229883814.5,2147304424338730.0
2015-08-03,2015-08-03,3.422625776712305e+22,2.261937246383923e+20,3376073855062403.0,8.866472993499576e+17,1726799238061309.5,8.416774241350346e+17,1.0900913944959096e+17,4014506951503099.0,2148508046141293.5
2015-08-04,2015-08-04,3.42349328452041e+22,2.240619102120369e+20,3408699001988430.5,9.066900612471421e+17,1728557301235057.5,8.404046969386829e+17,1.0865166333856651e+17,4020959084032621.5,2149675038447483.8
2015-08-05,2015-08-05,3.424382738758688e+22,2.203874577576686e+20,3444877517502432.5,9.259248941335675e+17,1730397393031532.2,8.391867125941833e+17,1.082941077026108e+17,4027385579472435.0,2150804920186149.2
2015-08-06,2015-08-06,3.4252960857395227e+22,2.1568884754322824e+20,3484519460074315.0,9.441932185999859e+17,1732320684842332.5,8.380233944657281e+17,1.079365815508439e+17,4033784325571047.5,2151897205402513.2
2015-08-07,2015-08-07,3.426235434258391e+22,2.104711505687299e+20,3527559116620690.0,9.613352672487046e+17,1734328368877481.8,8.369146898117948e+17,1.0757919425977142e+17,4040153147848959.0,2152951407944548.0
2015-08-08,2015-08-08,3.42720287391915e+22,2.051443757660848e+20,3573953804049145.5,9.771928502220474e+17,1736421621833165.5,8.358605610267267e+17,1.0722205563387022e+17,4046489816691272.5,2153967046693000.8
2015-08-09,2015-08-09,3.428200337450405e+22,1.9999374228352382e+20,3623682822574397.5,9.916123929407332e+17,1738601579682493.0,8.348609781938464e+17,1.0686527572319957e+17,4052792057014811.5,2154943650444788.5
2015-08-10,2015-08-10,3.4292295073025336e+22,1.9518895993043924e+20,3676746579701170.5,1.004448175012381e+18,1740869322447796.0,8.339159133720134e+17,1.0650896450564242e+17,4059057558578209.5,2155880762037266.8
2015-08-11,2015-08-11,3.4302917570637475e+22,1.908137648658837e+20,3733165890141423.0,1.0155656625956593e+18,1743225866344474.0,8.33025336465908e+17,1.0615323151158654e+17,4065283985936007.5,2156777941665758.5
2015-08-12,2015-08-12,3.4313881181875908e+22,1.8690077985339543e+20,3792981451107197.5,1.0248448025147136e+18,1745672161111897.5,8.321892123844077e+17,1.0579818543296474e+17,4071468987680866.5,2157634769482596.8
2015-08-13,2015-08-13,3.4325192659205014e+22,1.8346271666666734e+20,3856253491151282.5,1.0321831346657213e+18,1748209091194217.8,8.314074992599823e+17,1.0544393373876718e+17,4077610204832750.5,2158450847559749.0
2015-08-14,2015-08-14,3.4336855202852447e+22,1.8051561760430342e+20,3923061590154762.5,1.0374985763290756e+18,1750837479831697.2,8.306801475602214e+17,1.050905823129155e+17,4083705278265811.0,2159225801278515.2
2015-08-15,2015-08-15,3.4348868582541825e+22,1.7809300200382143e+20,3993504666899484.0,1.0407317377853987e+18,1753558095199343.0,8.300070999215057e+17,1.0473823512607563e+17,4089751855127440.5,2159959280220867.0
2015-08-16,2015-08-16,3.436122933827292e+22,1.762518743228547e+20,4067701130010757.0,1.0418476455632515e+18,1756371657908172.5,8.293882915453288e+17,1.0438699394691942e+17,4095747594285970.0,2160650958642182.2
2015-08-17,2015-08-17,3.4373931040227136e+22,1.7507262149090027e+20,4145789188535547.5,1.0408367777991963e+18,1759278849451582.2,8.288236510455453e+17,1.0403695809542195e+17,4101690170843206.5,2161300535584826.0
2015-08-18,2015-08-18,3.4386964590955984e+22,1.7465469697897923e+20,4227927318723390.0,1.0377153516860283e+18,1762280321168890.5,8.283131016523816e+17,1.0368822424278518e+17,4107577279701938.0,2161907734682960.2
2015-08-19,2015-08-19,3.4400318535808234e+22,1.7510931847686108e+20,4314294881683949.5,1.0325248416217765e+18,1765376702926561.0,8.278565626124123e+17,1.0334088626298453e+17,4113406638240945.0,2162472303749225.5
2015-08-20,2015-08-20,3.441397932791308e+22,1.7654950979835973e+20,4405092882711960.0,1.025330747399209e+18,1768568610476994.5,8.274539505369477e+17,1.0299503513235406e+17,4119175988372773.0,2162994014293900.0
2015-08-21,2015-08-21,3.4427931501087892e+22,1.7907723753446044e+20,4500544859578411.0,1.0162206746329295e+18,1771856650883466.2,8.271051804710308e+17,1.0265075885885757e+17,4124883098477523.5,2163472661130043.2
2015-08-22,2015-08-22,3.4442157745066127e+22,1.8276669799647085e+20,4600897886270382.0,1.0053018312537848e+18,1775241426435565.8,8.268101666257818e+17,1.0230814241297595e+17,4130525765696476.0,2163908062126694.5
2015-08-23,2015-08-23,3.445663892718309e+22,1.876418234270051e+20,4706423679622069.0,9.926980770015689e+17,1778723538475829.2,8.26568822939083e+17,1.0196726763504741e+17,4136101818809511.5,2164300058037358.2
2015-08-24,2015-08-24,3.447135413854446e+22,1.936454557699972e+20,4817419796599787.0,9.785466817002089e+17,1782303593085153.2,8.263810637913646e+17,1.016282131053482e+17,4141609121578555.0,2164648512223195.5
2015-08-25,2015-08-25,3.4486280864898264e+22,2.0059930394427058e+20,4934210908967898.0,9.62994952468568e+17,1785982210851316.0,8.262468053071845e+17,1.0129105397547962e+17,4147045576133651.0,2164953310017194.5
2015-08-26,2015-08-26,3.450139541570783e+22,2.0816023114810887e+20,5057150142597546.0,9.461968827783973e+17,1789760043349089.2,8.26165967806429e+17,1.0095586177493288e+17,4152409125586025.5,2165214357386825.5
2015-08-27,2015-08-27,3.451667377923908e+22,2.157904117951064e+20,5186620472494932.0,9.283099572632161e+17,1793637798987388.2,8.26138480089103e+17,1.0062270423650987e+17,4157697754437481.5,2165431578466224.5
2015-08-28,2015-08-28,3.4532093041766495e+22,2.2277180257909575e+20,5323036165621659.0,9.094922122776968e+17,1797616279098738.8,8.261642860746362e+17,1.0029164522970438e+17,4162909484778124.5,2165604911603554.8
2015-08-29,2015-08-29,3.4547633343888385e+22,2.2829623567779116e+20,5466844246378363.0,8.898996052437393e+17,1801696420639270.8,8.262433535789847e+17,9.996274492533683e+16,4168042366460294.0,2165734303994328.2
2015-08-30,2015-08-30,3.456328006301341e+22,2.316354775928635e+20,5618525909498887.0,8.696836997454557e+17,1805879336021883.5,8.263756837911662e+17,9.963606029390888e+16,4173094461028523.5,2165819705718848.2
2015-08-31,2015-08-31,3.4579025651749186e+22,2.323419677128946e+20,5778597722221953.0,8.489896487409089e+17,1810166337103140.2,8.265613189386447e+17,9.931164594271866e+16,4178063821885369.0,2165861064702628.5
2015-09-01,2015-09-01,3.4594870519987607e+22,2.3038712012218486e+20,5947612362743650.0,8.279544663540156e+17,1814558932700509.2,8.268003455342441e+17,9.898955515639226e+16,4182948475588341.5,2165858324254402.0
2015-09-02,2015-09-02,3.4610822613744117e+22,2.2616013264576446e+20,6126158564528729.0,8.067056089267036e+17,1819058797429586.5,8.270928918283418e+17,9.866984090042173e+16,4187746409656983.5,2165811424148830.8
2015-09-03,2015-09-03,3.462689580552904e+22,2.203289001395469e+20,6314859890571077.0,7.853599110320828e+17,1823667720026897.8,8.274391201220824e+17,9.835255654697917e+16,4192455570208518.0,2165720304989634.5
2015-09-04,2015-09-04,3.464310761692735e+22,2.136417141408769e+20,6514371932082800.0,7.640229181824129e+17,1828387545865743.0,8.27839216314691e+17,9.80377561921186e+16,4197073869179948.5,2165584914486531.0
2015-09-05,2015-09-05,3.4659476925777965e+22,2.067615793396612e+20,6725377471752352.0,7.427886226001199e+17,1833220127699684.5,8.282933795411081e+17,9.772549458806158e+16,4201599197850291.5,2165405213899518.0
2015-09-06,2015-09-06,3.4676022136860913e+22,2.001799756063229e+20,6948579033604391.0,7.217395610361994e+17,1838167292159774.5,8.288018139297051e+17,9.741582682613683e+16,4206029442372262.0,2165181183339383.0
2015-09-07,2015-09-07,3.4692759974798627e+22,1.942045859865126e+20,7184688045927931.0,7.009471991042883e+17,1843230821887166.2,8.293647231053213e+17,9.71088079279932e+16,4210362498090515.0,2164912825446904.2
2015-09-08,2015-09-08,3.47097048002103e+22,1.889904985016937e+20,7434409586451324.0,6.804725174470129e+17,1848412448673469.0,8.299823069807834e+17,9.680449245314442e+16,4214596281339106.5,2164600167651734.8
2015-09-09,2015-09-09,3.4726868261046306e+22,1.8458593676127476e+20,7698421385623799.0,6.60366726342403e+17,1853713852633317.2,8.306547600358643e+17,9.65029341645236e+16,4218728738845228.0,2164243263457720.5
2015-09-10,2015-09-10,3.4744259131411618e+22,1.8097565412721764e+20,7977345450474853.0,6.406720535551708e+17,1859136664295515.2,8.313822704695379e+17,9.620418575297768e+16,4222757855333463.0,2163842193116231.0
2015-09-11,2015-09-11,3.4761883257548365e+22,1.781157834030462e+20,8271710340557723.0,6.214225653000986e+17,1864682468164270.0,8.32165019888821e+17,9.590829861135707e+16,4226681659804363.0,2163397063893774.8
2015-09-12,2015-09-12,3.4779743563092154e+22,1.7595956199943065e+20,8581901788092304.0,6.026449902372557e+17,1870352806920481.0,8.330031833272566e+17,9.561532265003931e+16,4230498230811675.0,2162908010063879.8
2015-09-13,2015-09-13,3.4797840074925157e+22,1.744751031412039e+20,8908099047705809.0,5.843595241888873e+17,1876149185684059.0,8.338969294347199e+17,9.532530614402738e+16,4234205701046211.0,2162375192724042.2
2015-09-14,2015-09-14,3.481616995083261e+22,1.736563705640755e+20,9250194174330658.0,5.6658060036978086e+17,1882073076298232.8,8.348464207767534e+17,9.503829559993086e+16,4237802261465965.5,2161798799481318.8
2015-09-15,2015-09-15,3.483472752133263e+22,1.7352812314229955e+20,9607691496986622.0,5.493176155560088e+17,1888125922168674.5,8.35851814304991e+17,9.47543356363218e+16,4241286164995867.0,2161179043977004.0
2015-09-16,2015-09-16,3.4853504368783533e+22,1.7414534735119856e+20,9979585073132044.0,5.325756057190649e+17,1894309144085340.8,8.369132620776356e+17,9.447346888096931e+16,4244655729637922.0,2160516165209689.2
2015-09-17,2015-09-17,3.487248944144936e+22,1.755876004015658e+20,1.0364213141852202e+16,5.163558662653575e+17,1900624146692433.8,8.380309121873577e+17,9.419573589200782e+16,4247909340907323.0,2159810426686922.5
2015-09-18,2015-09-18,3.4891669164527517e+22,1.7794866016807295e+20,1.0759090911561634e+16,5.006565140711891e+17,1907072324701759.5,8.392049097290527e+17,9.39211751018355e+16,4251045453785726.0,2159062115508170.2
2015-09-19,2015-09-19,3.4911027505345625e+22,1.8132151146397617e+20,1.1160726869315764e+16,4.8547299169501146e+17,1913655068318629.8,8.40435397670572e+17,9.36498227703684e+16,4254062594553720.0,2158271541462495.8
2015-09-20,2015-09-20,3.493054598482218e+22,1.8577778338516858e+20,1.1564433629213284e+16,4.7079851723600986e+17,1920373768441175.2,8.417225176715831e+17,9.338171293039898e+16,4256959362730880.0,2157439036117074.2
2015-09-21,2015-09-21,3.495020367229796e+22,1.913394382623416e+20,1.1964152402219178e+16,4.566244848726463e+17,1927229823146131.0,8.430664110837971e+17,9.311687731486562e+16,4259734433027167.0,2156564951763943.5
2015-09-22,2015-09-22,3.496997723031424e+22,1.9794000571317338e+20,1.2352320243522648e+16,4.4294082123757984e+17,1934224647427871.2,8.444672204703698e+17,9.28553452660915e+16,4262386556921716.5,2155649660035433.0
2015-09-23,2015-09-23,3.4989841103073013e+22,2.0537529068190364e+20,1.271982020269341e+16,4.297363026446497e+17,1941359688596000.2,8.459250920723551e+17,9.259714363637226e+16,4264914563227384.5,2154693549954848.8
2015-09-24,2015-09-24,3.5009767994159933e+22,2.1325192991088427e+20,1.3056063883052824e+16,4.169988380428308e+17,1948636450451650.8,8.474401797955749e+17,9.234229670564854e+16,4267317356566365.5,2153697025121127.8
2015-09-25,2015-09-25,3.5029729832439082e+22,2.2095685603967625e+20,1.3349259505403606e+16,4.047157210828643e+17,1956056529223504.8,8.490126513202563e+17,9.209082617400954e+16,4269593912124364.5,2152660499735471.2
2015-09-26,2015-09-26,3.5049699390054526e+22,2.2768514996557572e+20,1.358691067908076e+16,3.9287385065143277e+17,1963621661236036.2,8.506426964781527e+17,9.18427513219845e+16,4271743264988809.0,2151584393468965.2
2015-09-27,2015-09-27,3.5069652510352754e+22,2.325610600159251e+20,1.37565659852363e+16,3.8145991403988e+17,1971333775829580.8,8.52330536925471e+17,9.159808943294718e+16,4273764493617662.5,2150469125817536.5
2015-09-28,2015-09-28,3.508957056449316e+22,2.3484831844876163e+20,1.384679441779083e+16,3.704605246138618e+17,1979195039965196.2,8.540764347936251e+17,9.135685650700422e+16,4275656699585023.0,2149315111321373.0
2015-09-29,2015-09-29,3.5109442470493813e+22,2.3417799210108446e+20,1.3848300852193496e+16,3.598623099587801e+17,1987207878400175.8,8.558806973461e+17,9.111906817519258e+16,4277418988488058.5,2148122757308901.0
2015-09-30,2015-09-30,3.5129265599675086e+22,2.3067770067494856e+20,1.375503285069269e+16,3.496519563507477e+17,1995374958936620.8,8.577436754576133e+17,9.088474060958331e+16,4279050457886227.5,2146892465270780.5
2015-10-01,2015-10-01,3.514904523729131e+22,2.249245337703525e+20,1.356508741576815e+16,3.3981622572537536e+17,2003699144464885.2,8.596657558206941e+17,9.065389119463776e+16,4280550196278624.5,2145624635719692.2
2015-10-02,2015-10-02,3.516879279624847e+22,2.1775016740886364e+20,1.3281226823333562e+16,3.3034196568055315e+17,2012183425858275.5,8.616473490869036e+17,9.042653880711979e+16,4281917293154730.5,2144319675109752.5
2015-10-03,2015-10-03,3.518852340642146e+22,2.1000792836851787e+20,1.2910868613302584e+16,3.212161287467035e+17,2020830855176167.5,8.636888773537363e+17,9.020270370190074e+16,4283150856296357.0,2142978002807501.2
2015-10-04,2015-10-04,3.5208253593785918e+22,2.0240399589346155e+20,1.2465517653268408e+16,3.124258070696666e+17,2029644494644312.8,8.657907639361635e+17,8.998240713220363e+16,4284250030862620.5,2141600056489600.8
2015-10-05,2015-10-05,3.5227999526849333e+22,1.9542856608732044e+20,1.1959728065424006e+16,3.0395827882371936e+17,2038627387098442.0,8.679534267345184e+17,8.97656708791868e+16,4285214015860681.0,2140186295329873.0
2015-10-06,2015-10-06,3.524777594435089e+22,1.893649202872185e+20,1.1409780130582542e+16,2.958010578626458e+17,2047782544503255.5,8.701772748586707e+17,8.955251682467603e+16,4286042076153379.5,2138737201267939.5
2015-10-07,2015-10-07,3.526759561423124e+22,1.8433568917599607e+20,1.0832300966993976e+16,2.8794193893058195e+17,2057112947205058.2,8.724627073428581e+17,8.934296662257978e+16,4286733550385061.0,2137253279072417.5
2015-10-08,2015-10-08,3.528746910181488e+22,1.8035518132285617e+20,1.0243039163936226e+16,2.8036903443230566e+17,2066621547610925.8,8.74810112853126e+17,8.9137041464171e+16,4287287856129858.5,2135735055830457.5
2015-10-09,2015-10-09,3.530740468296831e+22,1.7737330629389386e+20,9655937825159664.0,2.7307080207329312e+17,2076311274868878.8,8.772198697432119e+17,8.893476191092507e+16,4287704493412134.0,2134183080221239.5
2015-10-10,2015-10-10,3.5327408312288524e+22,1.7530843196293395e+20,9082566211769040.0,2.6603606423127498e+17,2086185039126597.5,8.796923461646689e+17,8.873614777160986e+16,4287983047306165.0,2132597921732042.2
2015-10-11,2015-10-11,3.5347483590752226e+22,1.740713982877746e+20,8531894851788988.0,2.592540202364196e+17,2096245734641950.8,8.822279000742574e+17,8.854121800582989e+16,4288123190077355.0,2130980169896782.0
2015-10-12,2015-10-12,3.536763169171427e+22,1.7358325664303215e+20,8010349048581262.0,2.527142528301715e+17,2106496241494928.8,8.848268790735505e+17,8.834999063736506e+16,4288124683203836.0,2129330433582316.8
2015-10-13,2015-10-13,3.5387851233503297e+22,1.7378799520299146e+20,7522054534937837.0,2.4640673025173155e+17,2116939426526654.8,8.874896201705917e+17,8.816248266413475e+16,4287987379385918.5,2127649340265028.8
2015-10-14,2015-10-14,3.5408138126786692e+22,1.7466037814928205e+20,7069190748805860.0,2.4032180535644842e+17,2127578144846177.5,8.902164496819009e+17,8.7978709961794e+16,4287711224342873.0,2125937535182471.8
2015-10-15,2015-10-15,3.5428485441159996e+22,1.7620844521596315e+20,6652382474221021.0,2.3445021269070352e+17,2138415243032830.2,8.930076834646392e+17,8.77986871883636e+16,4287296258063133.0,2124195680273696.8
2015-10-16,2015-10-16,3.544888331391802e+22,1.7847048903865837e+20,6271080802613317.0,2.2878306386318326e+17,2149453564241400.2,8.958636275167489e+17,8.762242769894293e+16,4286742615321884.0,2122424452907189.0
2015-10-17,2015-10-17,3.5469318890920415e+22,1.8150609293795394e+20,5923903693840647.0,2.2331184131200205e+17,2160695954805431.5,8.987845788774077e+17,8.744994347262133e+16,4286050525512512.0,2120624544444965.2
2015-10-18,2015-10-18,3.5489776281409594e+22,1.853808600299695e+20,5608921926620521.0,2.1802839074875645e+17,2172145272270293.5,9.017708268111485e+17,8.728124504727067e+16,4285220311887903.0,2118796658658357.0
2015-10-19,2015-10-19,3.5510236530465927e+22,1.9014377029338228e+20,5323887142773321.0,2.1292491282094416e+17,2183804395643125.2,9.048226543965836e+17,8.711634145887923e+16,4284252390142301.0,2116941509942437.0
2015-10-20,2015-10-20,3.553067764008204e+22,1.9579560354863926e+20,5066405451275841.0,2.0799395458452467e+17,2195676239264865.0,9.079403407377332e+17,8.695524018809243e+16,4283147266067263.0,2115059821237405.2
2015-10-21,2015-10-21,3.555107468833352e+22,2.022474530936757e+20,4834063607050259.0,2.0322840130296662e+17,2207763772042338.0,9.111241640606052e+17,8.679794712219072e+16,4281905531887404.5,2113152321556350.5
2015-10-22,2015-10-22,3.557140012524522e+22,2.0927198368634362e+20,4624516110425707.0,1.9862146910002877e+17,2220070044394346.5,9.14374406037536e+17,8.66444665477734e+16,4280527860699118.0,2111219742997886.0
2015-10-23,2015-10-23,3.5591624381871052e+22,2.1645869687904177e+20,4435541521972432.0,1.9416669898317725e+17,2232598225970587.8,9.17691357757214e+17,8.649480120552654e+16,4279014998124340.5,2109262817119024.2
2015-10-24,2015-10-24,3.5611716978590557e+22,2.2319747121616185e+20,4265075471519823.5,1.8985795224783994e+17,2245351656232449.8,9.210753275442472e+17,8.634895246198245e+16,4277367750190199.0,2107282270697139.8
2015-10-25,2015-10-25,3.5631648267116158e+22,2.2872458864941305e+20,4111226678300474.0,1.8568940600540624e+17,2258333905374208.0,9.245266500355365e+17,8.620692066282266e+16,4275586967192164.0,2105278821324168.0
2015-10-26,2015-10-26,3.565139172366981e+22,2.322562658304103e+20,3972281059236674.5,1.816555460799353e+17,2271548835333797.0,9.280456946800805e+17,8.606870569959107e+16,4273673525152959.0,2103253173823065.2
2015-10-27,2015-10-27,3.5670926388577354e+22,2.3319264116512824e+20,3846697845930610.5,1.7775115398558214e+17,2285000644041236.0,9.316328708755848e+17,8.593430774081128e+16,4271628308716066.0,2101206018773087.8
2015-10-28,2015-10-28,3.569023880799076e+22,2.3131466890347092e+20,3733100642749218.0,1.7397128604163814e+17,2298693876155341.5,9.352886271739579e+17,8.580372798475352e+16,4269452200402022.5,2099138034104747.2
2015-10-29,2015-10-29,3.570932386874895e+22,2.2686997842655927e+20,3630265565480475.0,1.703112456037371e+17,2312633392705648.0,9.390134436650842e+17,8.567696924407848e+16,4267146079929891.0,2097049889766689.8
2015-10-30,2015-10-30,3.5728184265055276e+22,2.2049502798058488e+20,3537107988201004.5,1.6676655235402602e+17,2326824306588414.5,9.428078190643876e+17,8.555403621232854e+16,4264710834004165.0,2094942254332229.8
2015-10-31,2015-10-31,3.574682882493582e+22,2.1301872903760645e+20,3452668959445768.0,1.6333291385898835e+17,2341271902862717.5,9.466722558549197e+17,8.54349353745361e+16,4262147373298987.5,2092815801747175.0
2015-11-01,2015-11-01,3.576527028632163e+22,2.0525208076315846e+20,3376101990424945.0,1.600062034850116e+17,2355981565662934.0,9.506072470651341e+17,8.53196746470969e+16,4259456651356217.0,2090671216587740.5
2015-11-02,2015-11-02,3.5783523168611423e+22,1.9784764904360388e+20,3306660642281961.5,1.5678244606824112e+17,2370958726613089.5,9.546132669287775e+17,8.520826289996563e+16,4256639680650525.5,2088509197029829.8
2015-11-03,2015-11-03,3.580160216175272e+22,1.9125022215743685e+20,3243687133964835.5,1.536578100957078e+17,2386208838197913.0,9.586907657411401e+17,8.510070950286222e+16,4253697543415949.5,2086330455682640.0
2015-11-04,2015-11-04,3.5819521134186526e+22,1.8571291540364565e+20,3186602050683508.0,1.506286038204605e+17,2401737366460504.5,9.628401678106559e+17,8.499702397343218e+16,4250631397336905.5,2084135719011723.8
2015-11-05,2015-11-05,3.583729263146417e+22,1.8134146480520534e+20,3134895146173325.5,1.4769127288186566e+17,2417549794262296.0,9.670618710112877e+17,8.489721573821123e+16,4247442477616464.0,2081925726128776.0
2015-11-06,2015-11-06,3.5854927668413634e+22,1.781404502198911e+20,3088117185723833.5,1.4484239793479606e+17,2433651628044782.0,9.713562468027281e+17,8.480129397990248e+16,4244132097072578.5,2079701227465329.5
2015-11-07,2015-11-07,3.5872435655518422e+22,1.7605041310509548e+20,3045872755110717.5,1.4207869168337536e+17,2450048404128373.0,9.757236401192308e+17,8.470926753788349e+16,4240701645413061.5,2077462983566188.2
2015-11-08,2015-11-08,3.588982435582188e+22,1.7497490463540648e+20,3007813951034476.5,1.393969951964979e+17,2466745692674298.0,9.801643688729148e+17,8.462114483532566e+16,4237152588356663.0,2075211764076088.0
2015-11-09,2015-11-09,3.5907099800423335e+22,1.7480031769912086e+20,2973634865565123.5,1.3679427356979734e+17,2483749098457622.0,9.846787229927532e+17,8.453693381195037e+16,4233486466984595.5,2072948346914523.8
2015-11-10,2015-11-10,3.5924266112475147e+22,1.7541132305785586e+20,2943066778888829.5,1.3426761112087027e+17,2501064258576975.0,9.892669630882806e+17,8.445664184549915e+16,4229704897465310.5,2070673517562776.8
2015-11-11,2015-11-11,3.594132522483479e+22,1.767034073857321e+20,2915873980487681.5,1.3181420643148158e+17,2518696838520552.0,9.939293190227558e+17,8.43802756525935e+16,4225809570986159.5,2068388068317690.5
2015-11-12,2015-11-12,3.5958276519946747e+22,1.785928081407797e+20,2891850146818165.5,1.294313675929997e+17,2536652528968224.0,9.986659887952276e+17,8.430784117097494e+16,4221802253458513.5,2066092797346263.5
2015-11-13,2015-11-13,3.597511644746848e+22,1.8102330778392402e+20,2870815211380463.5,1.2711650791912883e+17,2554937045712293.0,1.0034771380863025e+18,8.423934343438858e+16,4217684784496940.0,2063788507423430.8
2015-11-14,2015-11-14,3.5991838174022277e+22,1.8396865997985884e+20,2852612669824107.5,1.2486714223090938e+17,2573556134365273.0,1.0083629006806714e+18,8.417478645412726e+16,4213459075298220.5,2061476004311397.8
2015-11-15,2015-11-15,3.60084313047402e+22,1.8742884762956805e+20,2837107268972824.5,1.2268088370963549e+17,2592515580877401.0,1.013323379865077e+18,8.411417311930968e+16,4209127105206475.5,2059156094790709.8
2015-11-16,2015-11-16,3.602488170751517e+22,1.914181921224052e+20,2824183035033060.0,1.205554412825714e+17,2611821228676489.0,1.018358650855048e+18,8.405750512602866e+16,4204690916837822.5,2056829584372826.8
2015-11-17,2015-11-17,3.6041171470568984e+22,1.9594400432143673e+20,2813741602642472.0,1.1848861750294862e+17,2631479003179605.0,1.0234687642725628e+18,8.400478294520402e+16,4200152609683819.0,2054497274738769.8
2015-11-18,2015-11-18,3.605727902250101e+22,2.0097593193605654e+20,2805700812212762.5,1.164783068724025e+17,2651494944235417.0,1.0286537506462354e+18,8.395600583843643e+16,4195514332178914.5,2052159960969098.8
2015-11-19,2015-11-19,3.6073179442976307e+22,2.064084833853946e+20,2799993548336513.5,1.145224945611169e+17,2671875247023459.5,1.0339136258796485e+18,8.39111719303286e+16,4190778272259775.0,2049818428638781.5
2015-11-20,2015-11-20,3.608884500893513e+22,2.120228628510617e+20,2796566797778202.5,1.1261925553963325e+17,2692626312371436.0,1.0392483976538394e+18,8.387027834849678e+16,4185946646393417.5,2047473450846701.0
2015-11-21,2015-11-21,3.6104246060161845e+22,2.1745998567321528e+20,2795380912072785.5,1.1076675416833443e+17,2713754807559398.5,1.0446580726508703e+18,8.383332145083078e+16,4181021687020759.0,2045125785296196.5
2015-11-22,2015-11-22,3.6119352290983184e+22,2.2222333670166607e+20,2796409065322226.0,1.08963244147227e+17,2735267736631124.0,1.0501426640662145e+18,8.380029716535784e+16,4176005628677796.0,2042776171712315.5
2015-11-23,2015-11-23,3.6134134515315348e+22,2.2573251305163843e+20,2799636899329025.5,1.072070683404835e+17,2757172513890786.0,1.0557021980733083e+18,8.377120145510186e+16,4170900693948540.0,2040425330143729.2
2015-11-24,2015-11-24,3.6148566779083094e+22,2.2743601449448604e+20,2805062344085209.5,1.0549665754677776e+17,2779477027382545.0,1.0613367171140996e+18,8.374603087908696e+16,4165709081590369.5,2038073960865751.8
2015-11-25,2015-11-25,3.616262846773175e+22,2.2696044208069024e+20,2812695594224669.5,1.0383052714292022e+17,2802189675274311.0,1.0670462778048832e+18,8.372478316374827e+16,4160432959844846.5,2035722746443946.5
2015-11-26,2015-11-26,3.6176305913983452e+22,2.242377272049264e+20,2822559217343497.5,1.0220727095487934e+17,2825319361588191.0,1.0728309423223168e+18,8.370745765968982e+16,4155074467305901.0,2033372355963651.5
2015-11-27,2015-11-27,3.618959307278458e+22,2.1954535559634797e+20,2834688373854957.0,1.006255526178402e+17,2848875448973632.5,1.0786907641019725e+18,8.369405556889512e+16,4149635721687245.0,2031023450692127.0
2015-11-28,2015-11-28,3.6202491102323706e+22,2.1343526656483053e+20,2849131141392415.5,9.908409563024384e+16,2872867680282365.0,1.0846257705856732e+18,8.368457989183934e+16,4144118834300678.5,2028676689909821.5
