,date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune
2003-09-09,2003-09-09,3.4731497365447763e+22,1.9915972852033664e+20,1.4648030755703976e+16,2.9497493305945924e+16,7.753409298177786e+16,8.381123776276845e+17,1.140014831433238e+17,4253387239986962.5,2122590432424729.2
2003-09-10,2003-09-10,3.4749337826234873e+22,1.9625533385606028e+20,1.4553321021969338e+16,2.9543116889813972e+16,7.680091488912269e+16,8.390826582631418e+17,1.1436506056201054e+17,4251146785703991.0,2121133707591764.5
2003-09-11,2003-09-11,3.4767247081035746e+22,1.9321091023392326e+20,1.4371260506981486e+16,2.9590522960993804e+16,7.602616354287566e+16,8.401083011092101e+17,1.1473298496387643e+17,4248780963500204.0,2119644004989586.5
2003-09-12,2003-09-12,3.478522132926199e+22,1.9017483990046386e+20,1.4103269482927356e+16,2.963971353410396e+16,7.521245052146355e+16,8.411895156141133e+17,1.1510522807442554e+17,4246290703272768.0,2118121835027054.0
2003-09-13,2003-09-13,3.4803260372781434e+22,1.8733099766541497e+20,1.3754265362902252e+16,2.969069268279427e+16,7.43624243733478e+16,8.423265353869119e+17,1.1548175999790779e+17,4243676961698438.0,2116567712551681.8
2003-09-14,2003-09-14,3.4821366996920705e+22,1.8487781287477507e+20,1.3332416990477612e+16,2.9743466295237936e+16,7.347875869528262e+16,8.435196147236884e+17,1.1586254876881846e+17,4240940728303120.0,2114982159054124.0
2003-09-15,2003-09-15,3.483954633989757e+22,1.8300828966911354e+20,1.2848582166186304e+16,2.979804181592246e+16,7.256414030625014e+16,8.447690252192152e+17,1.1624755998519786e+17,4238083031234794.0,2113365704557362.5
2003-09-16,2003-09-16,3.485780533801155e+22,1.818941930106817e+20,1.2315507515674598e+16,2.9854428015884444e+16,7.162125707538938e+16,8.460750528208695e+17,1.1663675652727658e+17,4235104942109955.0,2111718889057539.0
2003-09-17,2003-09-17,3.4876152307784603e+22,1.8167421843088363e+20,1.1746907262013244e+16,2.99126348238731e+16,7.065278530474956e+16,8.474379955213592e+17,1.1703009834633293e+17,4232007579618949.5,2110042263498945.5
2003-09-18,2003-09-18,3.489459668606304e+22,1.824442297941506e+20,1.1156547297840024e+16,2.9972673233988228e+16,6.966137692084942e+16,8.488581616788855e+17,1.1742754229272776e+17,4228792111958120.0,2108336390385185.0
2003-09-19,2003-09-19,3.4913148901583535e+22,1.842474917662342e+20,1.055744358699218e+16,3.0034555283417384e+16,6.8649647005456296e+16,8.503358687420805e+17,1.1782904194404173e+17,4225459758518771.5,2106601844221132.2
2003-09-20,2003-09-20,3.49318203109437e+22,1.8706333712581476e+20,9961247942593996.0,3.0098294073404864e+16,6.762016230806833e+16,8.518714420080838e+17,1.1823454739717035e+17,4222011791491440.0,2104839212015664.8
2003-09-21,2003-09-21,3.495062310682811e+22,1.9079360122666287e+20,9377851915625440.0,3.0163903792197388e+16,6.657543132754169e+16,8.534652129797994e+17,1.1864400499922326e+17,4218449538104146.0,2103049094055147.5
2003-09-22,2003-09-22,3.4969570090852995e+22,1.9524817656455286e+20,8815201954797209.0,3.0231399687934416e+16,6.551789639923015e+16,8.551175168832471e+17,1.1905735700722163e+17,4214774384162341.0,2101232105105751.0
2003-09-23,2003-09-23,3.4988674189487845e+22,2.0013500785321912e+20,8279292882838603.0,3.0300797927616092e+16,6.444992801841503e+16,8.568286889423168e+17,1.1947454118755224e+17,4210987779420251.5,2099388876120385.2
2003-09-24,2003-09-24,3.5007947593064613e+22,2.0506485161659453e+20,7774293821159305.0,3.0372115270545132e+16,6.3373821294808216e+16,8.585990591712111e+17,1.1989549040083114e+17,4207091244947024.5,2097520056366249.0
2003-09-25,2003-09-25,3.5027400455226644e+22,2.095832402726645e+20,7302759005832487.0,3.0445368501396904e+16,6.229179386988863e+16,8.604289458824378e+17,1.2032013226707894e+17,4203086381848303.5,2095626315608179.5
2003-09-26,2003-09-26,3.504703923523929e+22,2.1323576730103598e+20,6865881711233946.0,3.0520573630435036e+16,6.1205983939447256e+16,8.623186488438294e+17,1.2074838904914262e+17,4198974879506254.0,2093708345642558.8
2003-09-27,2003-09-27,3.506686496941983e+22,2.1565627118642207e+20,6463758866921625.0,3.0597744971029696e+16,6.0118446606605864e+16,8.64268443773937e+17,1.2118017789047272e+17,4194758520446250.5,2091766860280212.0
2003-09-28,2003-09-28,3.508687191743397e+22,2.166485689758567e+20,6095643934030697.0,3.0676894302562548e+16,5.903114711846492e+16,8.662785801318758e+17,1.2161541146821893e+17,4190439178856767.0,2089802593057169.0
2003-09-29,2003-09-29,3.5107047024215e+22,2.1622675891606444e+20,5760174402461305.0,3.075803035635836e+16,5.7945950731846504e+16,8.683492835481377e+17,1.2205399898867325e+17,4186018811173024.5,2087816292565479.5
2003-09-30,2003-09-30,3.51273704250073e+22,2.1459525137571768e+20,5455567121209025.0,3.0841158786858172e+16,5.68646105395421e+16,8.704807628630495e+17,1.2249584732137106e+17,4181499439595685.5,2085808716105288.0
2003-10-01,2003-10-01,3.514781688612224e+22,2.1207893461121112e+20,5179779521307679.0,3.0926282635757508e+16,5.578875572998659e+16,8.726732202360449e+17,1.2294086201375958e+17,4176883131752887.0,2083780622944610.5
2003-10-02,2003-10-02,3.5168357789905248e+22,2.0903498026758062e+20,4930637929937144.0,3.1013403141798784e+16,5.471988281402004e+16,8.749268619546706e+17,1.2338894798268466e+17,4172171980681465.0,2081732768513142.2
2003-10-03,2003-10-03,3.518896318140612e+22,2.0577865985615826e+20,4705936009425318.0,3.1102520672790836e+16,5.365935135907383e+16,8.772419077917408e+17,1.2384000980753547e+17,4167368088493663.5,2079665900364225.0
2003-10-04,2003-10-04,3.5209603513115795e+22,2.0254091079706467e+20,4503507264219544.5,3.1193635585897204e+16,5.2608384361442616e+16,8.796185977600536e+17,1.2429395167731114e+17,4162473555185388.0,2077580756040359.8
2003-10-05,2003-10-05,3.523025094376254e+22,1.9945857855585026e+20,4321275845561822.5,3.128674891759592e+16,5.156807232599909e+16,8.820571962100742e+17,1.2475067710813456e+17,4157490472235896.0,2075478062463313.8
2003-10-06,2003-10-06,3.5250880226045704e+22,1.9658835795857457e+20,4157289774088035.0,3.138186289716962e+16,5.053937978196942e+16,8.84557993836181e+17,1.252100885394961e+17,4152420919782409.5,2073358536323883.8
2003-10-07,2003-10-07,3.527146928389268e+22,1.9393334862781825e+20,4009740358176284.5,3.147898132132802e+16,4.952315318602363e+16,8.871213082039436e+17,1.2567208687398715e+17,4147266966223828.0,2071222885073180.5
2003-10-08,2003-10-08,3.5291999557730123e+22,1.9147316463174884e+20,3876971124293270.0,3.1578109824498092e+16,4.8520129542461864e+16,8.897474831791643e+17,1.2613657098989611e+17,4142030669546678.5,2069071808296161.0
2003-10-09,2003-10-09,3.5312456156610306e+22,1.8919122624326015e+20,3757479069913282.0,3.1679256060955844e+16,4.753094531789319e+16,8.924368874620532e+17,1.2660343724504291e+17,4136714079952852.5,2066905999336349.5
2003-10-10,2003-10-10,3.533282784304308e+22,1.8709499574735546e+20,3649910546685538.0,3.1782429806992304e+16,4.655614532057322e+16,8.951899124090346e+17,1.2707257899214888e+17,4131319243403100.5,2064726147046522.8
2003-10-11,2003-10-11,3.5353106883568827e+22,1.852268938094341e+20,3553053609886987.5,3.1887642994745428e+16,4.559619126913854e+16,8.980069693558975e+17,1.2754388612488251e+17,4125848205666118.0,2062532937540736.8
2003-10-12,2003-10-12,3.5373288801438177e+22,1.8366580935146314e+20,3465828247850664.5,3.1994909692455188e+16,4.4651469856435976e+16,9.008884866429894e+17,1.280172446673797e+17,4120303016516692.0,2060327055850542.5
2003-10-13,2003-10-13,3.539337206177298e+22,1.8252100207088684e+20,3387275542910456.0,3.2104246043666904e+16,4.3722300192723944e+16,9.038349065068436e+17,1.2849253641570718e+17,4114685733803643.0,2058109187415314.8
2003-10-14,2003-10-14,3.541335772054463e+22,1.8192101187236525e+20,3316546517709913.5,3.2215670178111388e+16,4.2808940550104936e+16,9.068466820116205e+17,1.2896963863913973e+17,4108998427116212.0,2055880019340624.8
2003-10-15,2003-10-15,3.543324908342187e+22,1.819998216967184e+20,3252891184750785.5,3.2329202115700576e+16,4.191159435526061e+16,9.099242742245407e+17,1.2944842384430854e+17,4103243180773938.5,2053640241368786.0
2003-10-16,2003-10-16,3.54530514311001e+22,1.828815877058616e+20,3195648135109660.0,3.244486369539784e+16,4.103041544657844e+16,9.130681497867826e+17,1.299287595902907e+17,4097422096000807.5,2051390546565291.8
2003-10-17,2003-10-17,3.5472771850428425e+22,1.8466433869451084e+20,3144234865184293.0,3.2562678558602644e+16,4.016551272415067e+16,9.162787788447005e+17,1.3041050832443211e+17,4091537292447764.0,2049131631824293.8
2003-10-18,2003-10-18,3.5492419165776087e+22,1.874022401691191e+20,3098138940214874.0,3.2682672197647372e+16,3.931695440844939e+16,9.195566330723396e+17,1.3089352720115275e+17,4085590909534751.0,2046864198371834.8
2003-10-19,2003-10-19,3.551200391793862e+22,1.910853478078822e+20,3056910023645421.0,3.2804872054676944e+16,3.848477212976266e+16,9.229021833676768e+17,1.313776678545118e+17,4079585108211120.5,2044588952450337.5
2003-10-20,2003-10-20,3.553153830700108e+22,1.956159923412815e+20,3020152755596228.0,3.2929307636192844e+16,3.766896501450118e+16,9.263158967692375e+17,1.3186277611223894e+17,4073522073682900.0,2042306606320052.8
2003-10-21,2003-10-21,3.555103598905421e+22,2.0078357617821562e+20,2987520434744817.0,3.3056010589705772e+16,3.6869503873188696e+16,9.297982321383511e+17,1.3234869165787232e+17,4067404019550963.5,2040017879652423.0
2003-10-22,2003-10-22,3.557051157648778e+22,2.0624566628319848e+20,2958709439991914.5,3.3185014658322652e+16,3.608633552484897e+16,9.333496341901809e+17,1.3283524767766534e+17,4061233193613479.5,2037723501292406.2
2003-10-23,2003-10-23,3.5589979661680412e+22,2.1153106261965695e+20,2933454319204936.0,3.3316355391997836e+16,3.5319387134112236e+16,9.369705257502802e+17,1.3332227058469482e+17,4055011885019374.5,2035424211143128.8
2003-10-24,2003-10-24,3.560945323990939e+22,2.160836415006851e+20,2911523473122670.5,3.3450069490865724e+16,3.4568570149257284e+16,9.406612989097119e+17,1.33809579982847e+17,4048742431309198.0,2033120761558789.0
2003-10-25,2003-10-25,3.562894161054719e+22,2.1935548168149398e+20,2892715373769943.0,3.3586193736587372e+16,3.3833783139582896e+16,9.444223069297914e+17,1.3429698906501162e+17,4042427222521706.5,2030813917303362.0
2003-10-26,2003-10-26,3.5648448141657608e+22,2.2093171951941684e+20,2876855274430237.0,3.372476363656598e+16,3.3114912803252988e+16,9.482538596391116e+17,1.3478430556964253e+17,4036068698979156.5,2028504453168476.0
2003-10-27,2003-10-27,3.566796852228295e+22,2.2064128313729715e+20,2863792383344966.0,3.386581208932422e+16,3.2411832840206856e+16,9.521562248123666e+17,1.352713332366109e+17,4029669340533981.5,2026193148948569.5
2003-10-28,2003-10-28,3.5687490108726977e+22,2.1860194378002606e+20,2853397476950049.0,3.4009368458809996e+16,3.172440114614584e+16,9.561296363164812e+17,1.357578734848272e+17,4023231647890890.5,2023880782468422.8
2003-10-29,2003-10-29,3.570699263982916e+22,2.15176940459078e+20,2845560918456627.5,3.415545834386553e+16,3.1052456480123296e+16,9.601743073405892e+17,1.362437269093021e+17,4016758119762860.0,2021568122219602.5
2003-10-30,2003-10-30,3.572645010496439e+22,2.1086578930529747e+20,2840191031159044.5,3.4304104081875308e+16,3.039581596191876e+16,9.642904451518456e+17,1.3672869425180238e+17,4010251231245310.0,2019255921355140.8
2003-10-31,2003-10-31,3.5745833168353712e+22,2.0617997670659634e+20,2837212764982970.5,3.4455325766694156e+16,2.9754274337036096e+16,9.684782636163014e+17,1.372125767111905e+17,4003713417933995.5,2016944914185351.8
2003-11-01,2003-11-01,3.576511148310121e+22,2.015489532186481e+20,2836566597800939.0,3.460914243173674e+16,2.912760517416533e+16,9.727379911918877e+17,1.3769517570134838e+17,3997147067602257.5,2014635815294347.5
2003-11-02,2003-11-02,3.5784255458164083e+22,1.9727525839666938e+20,2838207628921208.0,3.4765573098411416e+16,2.8515563485677396e+16,9.770698742042605e+17,1.3817629230437536e+17,3990554518403090.5,2012329320558239.2
2003-11-03,2003-11-03,3.580323738172875e+22,1.9353235257975053e+20,2842104842129785.5,3.4924637551113484e+16,2.7917889000162664e+16,9.814741767058706e+17,1.3865572665717296e+17,3983938061072213.0,2010026109078304.8
2003-11-04,2003-11-04,3.5822032044967154e+22,1.903874894412435e+20,2848240530285219.0,3.508635685397755e+16,2.7334309459760252e+16,9.859511785287515e+17,1.3913327740593542e+17,3977299942779052.0,2007726845289702.2
2003-11-05,2003-11-05,3.584061706742127e+22,1.8783347340159255e+20,2856609879102944.0,3.5250753693993716e+16,2.6764543625832924e+16,9.905011726100241e+17,1.3960874125974722e+17,3970642371304191.5,2005432180921275.0
2003-11-06,2003-11-06,3.58589730618822e+22,1.85819906107727e+20,2867220707483840.5,3.5417852624987828e+16,2.6208303916908956e+16,9.951244620222406e+17,1.4008191262664323e+17,3963967519117570.5,2003142756757793.2
2003-11-07,2003-11-07,3.587708370288048e+22,1.8428036429188933e+20,2880093360872554.0,3.5587680251912664e+16,2.5665298696551136e+16,9.998213568198979e+17,1.405525833142617e+17,3957277527285072.5,2000859204230185.2
2003-11-08,2003-11-08,3.5894935733613284e+22,1.831546527118521e+20,2895260755467754.0,3.5760265376653572e+16,2.513523423788262e+16,1.0045921707669281e+18,1.410205422856535e+17,3950574509157692.0,1998582146847813.2
2003-11-09,2003-11-09,3.591251894112685e+22,1.8240561620123242e+20,2912768573765943.0,3.5935639124840076e+16,2.461781639695811e+16,1.0094372179782127e+18,1.41485575459684e+17,3943860553839300.5,1996312201496404.2
2003-11-10,2003-11-10,3.5929826114053335e+22,1.8202966558832135e+20,2932675614066580.0,3.611383506711485e+16,2.4112752041779052e+16,1.0143568094169187e+18,1.4194746554425798e+17,3937137729522696.5,1994049979645996.2
2003-11-11,2003-11-11,3.5946852972700025e+22,1.820602658263912e+20,2955054298080138.0,3.629488933247845e+16,2.3619750280376308e+16,1.0193512491593059e+18,1.42405991900319e+17,3930408086772723.0,1991796088493062.8
2003-11-12,2003-11-12,3.59635980577976e+22,1.8256427403630733e+20,2979991343240350.5,3.6478840702524584e+16,2.3138523502382184e+16,1.0244208304532664e+18,1.4286093044738619e+17,3923673661679843.0,1989551132005772.5
2003-11-13,2003-11-13,3.598006259143961e+22,1.8363182279778504e+20,3007588610646985.0,3.66657306875167e+16,2.2668788226364484e+16,1.0295658317314209e+18,1.4331205361977128e+17,3916936478697008.0,1987315711820927.5
2003-11-14,2003-11-14,3.5996250352645776e+22,1.8536101868439303e+20,3037964144657247.5,3.6855603607964344e+16,2.2210265759270904e+16,1.0347865127045222e+18,1.437591303641693e+17,3910198553084559.0,1985090427996389.5
2003-11-15,2003-11-15,3.601216760509702e+22,1.878387494194767e+20,3071253424083542.0,3.704850671432408e+16,2.1762682713047764e+16,1.040083110438831e+18,1.4420192615211242e+17,3903461893155274.0,1982875879707609.8
2003-11-16,2003-11-16,3.602782307692752e+22,1.9111820356935837e+20,3107610847337280.5,3.724449036307824e+16,2.1325771448056e+16,1.0454558350975144e+18,1.446402029821197e+17,3896728502692170.5,1980672666011314.2
2003-11-17,2003-11-17,3.604322795326668e+22,1.9519270978328137e+20,3147211476096130.5,3.7443608244030696e+16,2.0899270505946616e+16,1.0509048649478153e+18,1.450737193630899e+17,3890000383893565.0,1978481386766830.2
2003-11-18,2003-11-18,3.6058395817502273e+22,1.9996558778154402e+20,3190253065206041.5,3.76459176358997e+16,2.0482925076178476e+16,1.0564303402441574e+18,1.455022302881884e+17,3883279541099024.0,1976302643755220.8
2003-11-19,2003-11-19,3.6073342443273207e+22,2.052188860905842e+20,3236958409235803.0,3.785147964405089e+16,2.0076487529519096e+16,1.0620323555847026e+18,1.4592548722858714e+17,3876567985460956.5,1974137041986460.8
2003-11-20,2003-11-20,3.6088085272596452e+22,2.10591130287152e+20,3287578036015571.0,3.8060359320395976e+16,1.9679718027870284e+16,1.067710950446983e+18,1.4634323821987683e+17,3869867740455425.5,1971985191059761.5
2003-11-21,2003-11-21,3.610264235773081e+22,2.1558283018134913e+20,3342393275302549.0,3.827262548793572e+16,1.9292385137591916e+16,1.0734660982363099e+18,1.4675522818687146e+17,3863180847337171.0,1969847706160175.2
2003-11-22,2003-11-22,3.6117030601424653e+22,2.196105975961843e+20,3401719732354586.0,3.84883500570189e+16,1.891426623488579e+16,1.0792976955015565e+18,1.4716119970884464e+17,3856509368413171.0,1967725207926163.0
2003-11-23,2003-11-23,3.6131263378416883e+22,2.221166412301205e+20,3465911209442783.0,3.870760671366845e+16,1.8545147385612996e+16,1.0852055544274808e+18,1.4756089438388755e+17,3849855385139298.5,1965618320309094.8
2003-11-24,2003-11-24,3.614534799188385e+22,2.2270927582560417e+20,3535364145002817.0,3.893046910027739e+16,1.8184822432474932e+16,1.0911894021289888e+18,1.4795405476371862e+17,3843220988619377.0,1963527665963837.2
2003-11-25,2003-11-25,3.6159283693662874e+22,2.2127953113198776e+20,3610522670972285.5,3.91570088919342e+16,1.7833091274864546e+16,1.0972488887460539e+18,1.4834042656213213e+17,3836608262476014.5,1961453859635084.2
2003-11-26,2003-11-26,3.617306095226219e+22,2.1803740612505187e+20,3691884407013043.5,3.938729431925307e+16,1.7489757673563892e+16,1.1033836031972827e+18,1.487197606475099e+17,3830019261278630.5,1959397500980147.0
2003-11-27,2003-11-27,3.6186662244873765e+22,2.1344829754806062e+20,3780007102091744.5,3.962138957743455e+16,1.7154627149322952e+16,1.1095930923253386e+18,1.4909181435390586e+17,3823455989879577.0,1957359168679880.5
2003-11-28,2003-11-28,3.6200064083354863e+22,2.0810251197559987e+20,3875516198629817.0,3.985935522976142e+16,1.6827505517152438e+16,1.1158768779292799e+18,1.4945635189588726e+17,3816920388709322.0,1955339417226055.5
2003-11-29,2003-11-29,3.621323957835955e+22,2.0257795215871807e+20,3979113344222506.5,4.010124934733136e+16,1.650819832212647e+16,1.1222344675449562e+18,1.498131440088373e+17,3810414327471590.0,1953338776693712.0
2003-11-30,2003-11-30,3.622616080738801e+22,1.9734443625438252e+20,4091585824487222.0,4.034712892802796e+16,1.619651108903262e+16,1.1286653578310436e+18,1.501619671676417e+17,3803939606384803.5,1951357754752822.5
2003-12-01,2003-12-01,3.623880053910458e+22,1.9272477089493674e+20,4213816839338696.0,4.059705118375525e+16,1.589225006393641e+16,1.1351690321712332e+18,1.505026027593841e+17,3797497961989216.5,1949396839694869.5
2003-12-02,2003-12-02,3.625113324856912e+22,1.889000382209845e+20,4346796476964373.5,4.085107449158408e+16,1.5595223097317344e+16,1.1417449552447918e+18,1.5083483644303142e+17,3791091074365876.0,1947456503441742.2
2003-12-03,2003-12-03,3.62631356093183e+22,1.859370355489776e+20,4491633124859141.5,4.110925901218525e+16,1.5305240439300062e+16,1.1483925668212197e+18,1.5115845775209773e+17,3784720573797194.5,1945537204034852.5
2003-12-04,2003-12-04,3.6274786696991303e+22,1.8382045280889546e+20,4649564862517943.0,4.137166708113658e+16,1.502211536547158e+16,1.1551112758679214e+18,1.5147325988987616e+17,3778388046251320.0,1943639387556441.5
2003-12-05,2003-12-05,3.628606806633028e+22,1.8248154105552336e+20,4821970074667010.0,4.163836347691717e+16,1.4745664640955648e+16,1.1619004551895455e+18,1.5177903964737734e+17,3772095037816318.5,1941763489623120.8
2003-12-06,2003-12-06,3.6296963786083058e+22,1.8182194111590128e+20,5010376073103058.0,4.190941563195737e+16,1.4475708854813756e+16,1.1687594365061407e+18,1.5207559739343664e+17,3765843058366978.5,1939909936593566.5
2003-12-07,2003-12-07,3.630746048243934e+22,1.8173403141755027e+20,5216463871536066.0,4.218489383210519e+16,1.4212072655179476e+16,1.1756875058203459e+18,1.523627371007698e+17,3759633584726085.5,1938079146604086.8
2003-12-08,2003-12-08,3.6317547425387453e+22,1.821187569963398e+20,5442066354195108.0,4.246487144467693e+16,1.3954584916552312e+16,1.182683898821803e+18,1.5264026637714662e+17,3753468063619603.0,1936271530544896.8
2003-12-09,2003-12-09,3.6327216661473786e+22,1.8290043916463482e+20,5689155833595428.0,4.274942520016345e+16,1.3703078871911898e+16,1.1897477959720458e+18,1.5290799648459168e+17,3747347914729927.5,1934487493070626.5
2003-12-10,2003-12-10,3.6336463160435513e+22,1.8403700161386106e+20,5959815325411332.0,4.303863552290747e+16,1.3457392231750544e+16,1.1968783169901576e+18,1.5316574235371517e+17,3741274533996086.0,1932727433669205.2
2003-12-11,2003-12-11,3.6345284934433835e+22,1.8552388644849838e+20,6256185726586527.0,4.333258688519948e+16,1.3217367292888942e+16,1.2040745147067272e+18,1.5341332261634288e+17,3735249297079005.5,1930991747739062.5
2003-12-12,2003-12-12,3.6353683114120993e+22,1.8739052700986366e+20,6580378489030562.0,4.363136816646382e+16,1.2982851028079328e+16,1.2113353684363287e+18,1.5365055967391338e+17,3729273562813094.5,1929280827611412.5
2003-12-13,2003-12-13,3.636166199459827e+22,1.8968920914810782e+20,6934340519299808.0,4.393507302346292e+16,1.275369515191782e+16,1.218659776964491e+18,1.5387727980193773e+17,3723348676570032.5,1927595063502429.2
2003-12-14,2003-12-14,3.6369229065253053e+22,1.9247701865857702e+20,7319655402213013.0,4.424380029029744e+16,1.252975617026619e+16,1.2260465510599084e+18,1.5409331328376515e+17,3717475973608125.5,1925934844423270.2
2003-12-15,2003-12-15,3.637639501466048e+22,1.9579193277643322e+20,7737263686045086.0,4.455765441794201e+16,1.231089542548259e+16,1.2334944053254945e+18,1.5429849457619338e+17,3711656782506156.0,1924300559068771.8
2003-12-16,2003-12-16,3.638317368184991e+22,1.9962409736354555e+20,8187086750714897.0,4.48767459478529e+16,1.2096979146525348e+16,1.241001949241452e+18,1.544926625224711e+17,3705892428704430.5,1922692596670478.2
2003-12-17,2003-12-17,3.6389581912873535e+22,2.0388404977458843e+20,8667546642616492.0,4.5201192005025944e+16,1.188787851072074e+16,1.2485676772894845e+18,1.5467566063725635e+17,3700184238119585.5,1921111347774910.5
2003-12-18,2003-12-18,3.639563924695017e+22,2.0837274215554063e+20,9174992126486798.0,4.553111677186477e+16,1.1683469724735502e+16,1.2561899580730296e+18,1.5484733750737197e+17,3694533540719117.5,1919557204863790.8
2003-12-19,2003-12-19,3.6401367283248124e+22,2.1276413933663902e+20,9703073140976900.0,4.586665183025808e+16,1.1483634120802962e+16,1.2638670227086502e+18,1.5500754739699987e+17,3688941673580895.5,1918030562589099.8
2003-12-20,2003-12-20,3.6406788521069323e+22,2.1661698713822914e+20,1.024215373790864e+16,4.620793614593701e+16,1.1288258224843362e+16,1.271596953829817e+18,1.5515615119282726e+17,3683409982202003.0,1916531817155755.5
2003-12-21,2003-12-21,3.6411924530903114e+22,2.194312920494523e+20,1.0778912854762294e+16,4.655511540531262e+16,1.1097233697786188e+16,1.2793776780651507e+18,1.552930178058523e+17,3677939818072686.5,1915061364233074.5
2003-12-22,2003-12-22,3.6416793562346877e+22,2.207504069694053e+20,1.129633630093372e+16,4.690834051492279e+16,1.0910457024887584e+16,1.2872069657335032e+18,1.5541802600686723e+17,3672532530624936.0,1913619594978426.2
2003-12-23,2003-12-23,3.642140804327502e+22,2.2028313185784526e+20,1.1774320156276844e+16,4.7267765366796776e+16,1.0727828875043958e+16,1.2950824404893187e+18,1.5553106644257405e+17,3667189453160667.5,1912206890402827.0
2003-12-24,2003-12-24,3.6425772660102003e+22,2.1799775208628958e+20,1.2191043949982592e+16,4.763354433604772e+16,1.0549253172405308e+16,1.3030015985381455e+18,1.556320433873713e+17,3661911884840331.5,1910823615133933.8
2003-12-25,2003-12-25,3.6429883636626422e+22,2.1414283426843578e+20,1.2525102604400692e+16,4.800583019052771e+16,1.0374636056187878e+16,1.3109618332087e+18,1.5572087577623197e+17,3656701072912855.0,1909470112134775.2
2003-12-26,2003-12-26,3.6433729435177455e+22,2.0918327242517722e+20,1.2758127573819634e+16,4.838477299735995e+16,1.020388496974788e+16,1.3189604583460347e+18,1.5579749727975293e+17,3651558199704880.5,1908146699738070.5
2003-12-27,2003-12-27,3.643729259122777e+22,2.036828259832106e+20,1.287736940872586e+16,4.8770520238080984e+16,1.0036908073526198e+16,1.326994724649898e+18,1.558618555169301e+17,3646484377121797.0,1906853671513852.8
2003-12-28,2003-12-28,3.644055204394449e+22,1.981850294675925e+20,1.287759382470458e+16,4.916321790211462e+16,9873614046551274.0,1.335061826301913e+18,1.5591391076869408e+17,3641480648556359.0,1905591298477705.8
2003-12-29,2003-12-29,3.644348530496735e+22,1.931321668061327e+20,1.276176624565197e+16,4.95630120568473e+16,9713912204833628.0,1.343158899023848e+18,1.559536346232306e+17,3636547995771622.0,1904359832516204.0
2003-12-30,2003-12-30,3.6446070062778442e+22,1.8883313695058605e+20,1.254034868476607e+16,4.9970050397426776e+16,9557712791384098.0,1.3512830130410248e+18,1.559810088585718e+17,3631687347592165.0,1903159509897446.0
2003-12-31,2003-12-31,3.6448285149755544e+22,1.854681209600256e+20,1.2229454857143842e+16,5.038448348346395e+16,9404927299568188.0,1.3594311645523656e+18,1.559960246658042e+17,3626899588005739.5,1901990554175528.8
2004-01-01,2004-01-01,3.645011101850335e+22,1.8311079277662565e+20,1.1848408176290134e+16,5.080646560327197e+16,9255468746636508.0,1.3676002679862566e+18,1.5599868216278547e+17,3622185562625089.0,1900853178311335.8
2004-01-02,2004-01-02,3.645152992985294e+22,1.8175342755458082e+20,1.1417309457858786e+16,5.1236155344580664e+16,9109251870828114.0,1.3757871498454976e+18,1.5598899009263654e+17,3617546083492229.0,1899747586145255.2
2004-01-03,2004-01-03,3.64525260120299e+22,1.813283628480909e+20,1.0955071820641388e+16,5.167371598194818e+16,8966193257564000.0,1.3839885440801516e+18,1.5596696561323786e+17,3612981932634654.5,1898673973441244.5
2004-01-04,2004-01-04,3.645308529658895e+22,1.817252972746512e+20,1.0478135915448216e+16,5.211931577611967e+16,8826211410328123.0,1.3922010886199283e+18,1.5593263411119846e+17,3608493864839424.0,1897632528699325.8
2004-01-05,2004-01-05,3.6453195805440046e+22,1.8280639994695015e+20,9999857895175920.0,5.257312827103806e+16,8689226784048237.0,1.400421322550948e+18,1.5588602899297674e+17,3604082610101316.0,1896623433906873.2
2004-01-06,2004-01-06,3.6452847736943616e+22,1.8442113897210783e+20,9530428489592564.0,5.303533267133163e+16,8555161800655970.0,1.4086456832718198e+18,1.5582719142480362e+17,3599748876191184.5,1895646865373505.8
2004-01-07,2004-01-07,3.645203375871349e+22,1.864216010833895e+20,9077137653831342.0,5.350611436330423e+16,8423940865805597.0,1.4168705029517053e+18,1.55756170020997e+17,3595493351682580.5,1894702994733831.2
2004-01-08,2004-01-08,3.6450749371411725e+22,1.8867773227837764e+20,8644816418191798.0,5.398566560123432e+16,8295490399335392.0,1.4250920038566418e+18,1.5567302050873258e+17,3591316709544191.5,1893791990110960.2
2004-01-09,2004-01-09,3.6448993286287635e+22,1.9109059709306546e+20,8236331819472879.0,5.44741863416905e+16,8169738882594292.0,1.43330629248572e+18,1.5557780541086896e+17,3587219611171631.0,1892914017359796.2
2004-01-10,2004-01-10,3.6446767764615027e+22,1.9360064047954965e+20,7853057916703466.0,5.497188519274973e+16,8046616919015000.0,1.4415093527326587e+18,1.5547059378458442e+17,3583202710616652.5,1892069241285435.8
2004-01-11,2004-01-11,3.644407888099857e+22,1.961876523588815e+20,7495283902780365.0,5.547898044761443e+16,7926057302461051.0,1.44969703839186e+18,1.5535146104421072e+17,3579266658764808.5,1891257826741265.8
2004-01-12,2004-01-12,3.6440936677638022e+22,1.9886026756545993e+20,7162546120347622.0,5.599570117247145e+16,7807995088093346.0,1.457865065386468e+18,1.5522048889158186e+17,3575412107216476.5,1890479939517278.5
