date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune
2000-01-01,0.9833693405310964,0.002697331481951782,1.4131291577937408,1.1343647637569678,1.8469691675376303,4.613555926011973,8.644530773337857,20.722938927524094,31.02106185567256
2000-01-02,0.9833619526416255,0.0027218699309138677,1.417746682555729,1.1408489940018174,1.8523920903938895,4.629080344250367,8.658915493120782,20.73281838098559,31.027767160313918
2000-01-03,0.9833588923219113,0.0027387292361412295,1.4218183031019846,1.1473050249466026,1.8578174266431142,4.6446729165393235,8.673449781251994,20.74245928178959,31.03420066998568
2000-01-04,0.9833600034298238,0.0027483049442051832,1.425345937068593,1.1537326742429188,1.863244820091635,4.660328854121223,8.688128532806353,20.751858754288637,31.040360284369164
2000-01-05,0.9833651588642507,0.002751198985248945,1.4283304919358368,1.1601317988293562,1.8686739148124256,4.676043354229777,8.702946567361863,20.76101401488007,31.04624401546764
2000-01-06,0.9833742625019636,0.0027480582818521933,1.4307718395672024,1.1665022944557568,1.874104359535603,4.69181160683856,8.71789863543953,20.769922379299963,31.051849994073606
2000-01-07,0.9833872519275663,0.0027394467436863013,1.4326687890162346,1.172844095540932,1.8795358129935544,4.707628802134812,8.732979425622288,20.77858127062156,31.057176476791685
2000-01-08,0.9834041013328659,0.0027257667204692456,1.4340190566384554,1.1791571746191751,1.8849679501145402,4.723490139333594,8.748183573109378,20.786988227579695,31.06222185308354
2000-01-09,0.9834248240173604,0.0027072396964658747,1.43481923277557,1.1854415409980432,1.890400468587717,4.739390836830926,8.76350566988651,20.795140912547954,31.06698465162195
2000-01-10,0.983449474303513,0.0026839481794958733,1.4350647447711988,1.1916972386591946,1.8958330954410434,4.755326143375061,8.778940276285901,20.803037118725,31.071463545552344
2000-01-11,0.9834781489239647,0.0026559348654263885,1.434749816404014,1.197924343491676,1.9012655935996507,4.771291350089646,8.794481933777536,20.810674776422733,31.075657356580823
2000-01-12,0.9835109878245526,0.002623349002206242,1.4338674238305915,1.204122959703058,1.9066977684978728,4.7872818034517035,8.81012517910917,20.818051958365487,31.0795650577694
2000-01-13,0.9835481740839228,0.0025866242450662802,1.4324092480674457,1.2102932150495216,1.9121294746546829,4.803292919356527,8.825864560003515,20.825166883671734,31.08318577466192
2000-01-14,0.9835899325393508,0.0025466647300715745,1.430365624154904,1.2164352544724581,1.9175606219867403,4.819320198302524,8.841694652556406,20.83201792002353,31.08651878421149
2000-01-15,0.9836365265459912,0.002505004895994427,1.427725487251342,1.2225492315289994,1.9229911815804217,4.835359241786753,8.857610080573178,20.838603583384938,31.089563510815047
2000-01-16,0.9836882516605714,0.0024638934668662626,1.4244763156118405,1.228635296466102,1.928421190191391,4.85140576996964,8.87360553720156,20.84492253399458,31.092319518100336
2000-01-17,0.9837454240530739,0.002426239763367,1.4206040698313809,1.234693579451,1.9338507514302214,4.867455639696118,8.889675808502911,20.85097356607614,31.094786493979274
2000-01-18,0.9838083611781541,0.0023953670252816616,1.4160931278670201,1.2407241684131134,1.939280029925164,4.883504859591386,8.90581579630497,20.85675558778221,31.096964226032476
2000-01-19,0.9838773539928247,0.00237455989211399,1.4109262174177204,1.2467270836995104,1.9447092343579708,4.899549596249928,8.922020534484252,20.862267589089154,31.098852566157635
2000-01-20,0.9839526338829807,0.0023664726834851236,1.40508435139271,1.2527022552371698,1.9501385876708466,4.915586164887142,8.938285191072975,20.8675085995305,31.10045138795721
2000-01-21,0.9840343416134404,0.002372551472336375,1.398546776882901,1.2586495097667785,1.9555682877190028,4.931611001098949,8.954605050672589,20.872477643281634,31.10176054554355
2000-01-22,0.9841225072078322,0.0023926610104302273,1.391290950800093,1.2645685739914874,1.9609984667097589,4.94762061691592,8.970975477753887,20.877173702762207,31.102779844837556
2000-01-23,0.9842170470116952,0.0024250547727018438,1.3832925546525732,1.270459094345515,1.9664291596989496,4.963611550816769,8.987391868701128,20.881595700699684,31.10350903570184
2000-01-24,0.9843177782854777,0.0024666973218448705,1.3745255575744801,1.276320668116647,1.971860289619876,4.9795803238999765,9.003849604738692,20.88574250451369,31.103947826263628
2000-01-25,0.9844244456864459,0.0025138158685564472,1.3649623334489498,1.2821528771296258,1.9772916702049472,4.995523411466956,9.020344016688604,20.889612949157485,31.104095913286148
2000-01-26,0.9845367510858792,0.002562497439441564,1.3545738375594818,1.2879553158204593,1.9827230221509877,5.011437232741988,9.036870366817954,20.89320586936338,31.10395301842428
2000-01-27,0.9846543793354895,0.002609178728061074,1.343329851651946,1.2937276093712138,1.988153994987355,5.027318155184424,9.05342384640826,20.89652013180385,31.103518921137752
2000-01-28,0.9847770163300564,0.0026509580294216692,1.3311993123299721,1.2994694220260832,1.9935841880051415,5.043162506814242,9.069999583549514,20.899554661073438,31.10279348329214
2000-01-29,0.9849043594472737,0.0026857362270210038,1.3181507440020963,1.3051804584848146,1.99901316667128,5.058966590552149,9.08659265516012,20.9023084577857,31.101776664980175
2000-01-30,0.9850361224776387,0.0027122327450794146,1.3041528223643355,1.3108604617707755,2.0044404739138857,5.074726697027093,9.103198099099139,20.904780610064023,31.100468533699463
2000-01-31,0.9851720374375568,0.002729922839862931,1.2891750971298306,1.3165092101052995,2.009865637271381,5.090439114611803,9.119810924460362,20.906970300694745,31.098869269552694
2000-02-01,0.9853118551409445,0.0027389257644576284,1.2731889036559978,1.3221265142920873,2.0152881733054797,5.106100136753022,9.136426119589267,20.908876812026232,31.09697916865023
2000-02-02,0.985455345906136,0.0027398601206184686,1.2561684922451415,1.3277122164631443,2.0207075906513037,5.12170606726035,9.153038658114516,20.910499530290096,31.09479864633082
2000-02-03,0.9856023014180783,0.0027336801561925394,1.2380924003340348,1.3332661905890926,2.026123393038416,5.137253224619506,9.169643503813118,20.91183795064897,31.09232824133291
2000-02-04,0.985752538305003,0.0027215093812165145,1.2189450850671124,1.3387883446344326,2.031535083463258,5.152737946679094,9.18623561556301,20.912891683729992,31.08956862140966
2000-02-05,0.9859059033613361,0.0027044883850411336,1.1987188203869545,1.344278623700654,2.036942170238639,5.16815659698299,9.202809953737445,20.913660463625977,31.0865205900794
2000-02-06,0.9860622797977201,0.0026836511335146447,1.1774158426808734,1.349737013207069,2.0423441750066402,5.183505573529029,9.219361489037283,20.91414415662483,31.083185093554302
2000-02-07,0.9862215936577035,0.0026598419433025906,1.1550507016187712,1.3551635412053336,2.0477406422876845,5.198781320106674,9.23588521416727,20.914342769560708,31.07956322664701
2000-02-08,0.9863838195617369,0.0026336857410161813,1.1316527383092299,1.3605582791292528,2.0531311498965006,5.213980339899523,9.25237615826211,20.914256456649756,31.07565623652954
2000-02-09,0.9865489850132588,0.0026056225088294384,1.1072685729575793,1.3659213404447283,2.0585153194603962,5.229099210751878,9.268829403633163,20.9138855237512,31.071465523370897
2000-02-10,0.9867171725497496,0.002576008518576042,1.0819644428098507,1.3712528767900107,2.06389282618088,5.244134601245008,9.285240104106059,20.913230429088127,31.066992637039153
2000-02-11,0.986888519151647,0.0025452708242473298,1.0558281949512114,1.3765530714003997,2.069263406941886,5.259083286503341,9.30160350392733,20.912291779675833,31.062239269333155
2000-02-12,0.9870632125713922,0.002514083702691929,1.0289707161428516,1.3818221298503701,2.074626866012952,5.27394216262379,9.317914956107215,20.911070323066586,31.057207241597098
2000-02-13,0.9872414843803637,0.0024835228925594935,1.0015265822716584,1.3870602681742248,2.079983077797021,5.288708258799767,9.334169939201598,20.909566934256762,31.051898487782697
2000-02-14,0.9874235992863278,0.0024551483905521235,0.973653740024089,1.3922676981493662,2.0853319859453467,5.30337874621018,9.350364071567311,20.907782597446754,31.046315032865916
2000-02-15,0.9876098398162029,0.0024309694393757817,0.9455320953169877,1.3974446093391546,2.0906735975204604,5.317950942113434,9.366493121526196,20.90571838204925,31.04045896636539
2000-02-16,0.9878004855217233,0.0024132596781844145,0.9173609722880656,1.402591148090999,2.09600797023966,5.332422306516302,9.382553010669557,20.903375412759832,31.034332411396147
2000-02-17,0.9879957871900689,0.0024042236406758275,0.8893555110821911,1.407707395379574,2.1013351912066893,5.346790428332187,9.39853980669724,20.90075483535633,31.027937491734548
2000-02-18,0.9881959390142813,0.00240556893786942,0.8617421738751069,1.4127933474906778,2.106655347618957,5.361052999336167,9.414449703099425,20.897857782792844,31.02127630207703
2000-02-19,0.9884010540479516,0.0024180932639249865,0.834753606289783,1.4178489046143985,2.111968493187787,5.375207777668197,9.430278986202408,20.894685348446195,31.014350888266033
2000-02-20,0.9886111488427429,0.0024414169325760373,0.8086231397860796,1.4228738712628801,2.11727461669833,5.389252546701365,9.446023994473093,20.89123857315125,31.007163243070575
2000-02-21,0.9888261411052949,0.0024739542879195562,0.7835792144333181,1.4278679691495293,2.122573619470849,5.403185077480049,9.461681078184947,20.88751844932585,30.999715319051912
2000-02-22,0.989045860277159,0.002513132348618205,0.7598399585263226,1.4328308592803203,2.1278653059373958,5.417003102065695,9.477246567636916,20.883525940403924,30.99200905492229
2000-02-23,0.9892700671034278,0.002555778590259756,0.7376081003399444,1.4377621674917778,2.1331493873414047,5.4307043013484515,9.49271675494303,20.87926200951469,30.984046408204666
2000-02-24,0.9894984763531139,0.0025985581230704704,0.7170663304502781,1.442661507643486,2.1384254948373105,5.444286306202942,9.508087889718723,20.874727649864774,30.975829386545794
2000-02-25,0.989730777455981,0.0026383566005782366,0.6983731987046932,1.4475284987598471,2.1436931966459314,5.457746707566861,9.523356185164262,20.869923910824234,30.96736007242758
2000-02-26,0.9899666500686247,0.00267255571823,0.6816596256667871,1.4523627752098374,2.1489520146060808,5.471083070192908,9.538517829528681,20.864851916882362,30.95864063953259
2000-02-27,0.9902057740181816,0.002699197147831109,0.6670261288947326,1.4571639911282845,2.154201437430811,5.484292946010374,9.553568998608181,20.85951287958768,30.9496733618313
2000-02-28,0.9904478346653842,0.002717055519697941,0.654540893759075,1.461931821164191,2.1594409299366317,5.497373884948192,9.568505866635553,20.85390810426257,30.940460617767215
2000-02-29,0.9906925253183775,0.0027256421922510236,0.6442388355324661,1.4666659595800562,2.1646699387623007,5.510323442673084,9.583324614537403,20.848038993714834,30.931004891992107
2000-03-01,0.9909395483277921,0.0027251539915344545,0.636121785034141,1.4713661193132188,2.1698878956573897,5.523139185672891,9.598021435622936,20.841907050951196,30.92130877664612
2000-03-02,0.9911886163252897,0.0027163774449893035,0.6301598739807475,1.4760320322052658,2.1750942196516916,5.535818694680332,9.612592539450949,20.83551388250088,30.911374973626486
2000-03-03,0.9914394548626843,0.002700560275762003,0.6262941017952529,1.480663451227953,2.1802883195368037,5.548359567822353,9.627034155127381,20.82886120347954,30.90120629869549
2000-03-04,0.9916918073699219,0.0026792620377424454,0.6244399502326398,1.4852601550568054,2.1854695980663204,5.560759425099736,9.641342535635337,20.821950844865448,30.89080568753773
