time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-16T17:11:13.380Z,-10.6855,163.0583,10,5.2,mww,,52,3.304,0.86,us,us1000hssl,2018-11-20T17:50:23.040Z,"127km ESE of Kirakira, Solomon Islands",earthquake,8.7,1.8,0.071,19,reviewed,us,us
2018-11-16T14:45:51.880Z,37.2028,20.7095,10,4.7,mb,,142,0.971,1.31,us,us1000hsqa,2018-11-30T09:04:58.040Z,"58km S of Lithakia, Greece",earthquake,4.4,1.9,0.183,9,reviewed,us,us
2018-11-16T13:34:13.630Z,-62.2103,-26.0732,10,5.2,mb,,43,9.646,1.01,us,us1000hsq6,2018-11-30T08:58:36.040Z,"Southwestern Atlantic Ocean",earthquake,8.9,1.8,0.077,55,reviewed,us,us
2018-11-16T12:09:51.380Z,26.3407,143.8582,36.24,4.8,mb,,139,1.675,0.93,us,us1000hspr,2018-11-16T12:36:09.040Z,"182km ESE of Chichi-shima, Japan",earthquake,10.3,7.6,0.062,80,reviewed,us,us
2018-11-16T10:17:03.790Z,-10.476,163.3141,10,4.9,mb,,106,3.473,0.75,us,us1000hsnh,2018-11-16T10:39:27.040Z,"152km E of Kirakira, Solomon Islands",earthquake,7.4,1.9,0.051,123,reviewed,us,us
2018-11-16T09:44:07.670Z,50.0761,-179.8905,10,4.6,mb,,208,2.481,0.7,us,us1000hsn3,2018-11-27T19:10:20.509Z,"143km SSW of Amatignak Island, Alaska",earthquake,11.2,2,0.04,185,reviewed,us,us
2018-11-16T09:28:42.190Z,2.444,126.1698,72.39,4.7,mb,,104,2.047,1.13,us,us1000hsmx,2018-11-16T09:48:12.040Z,"155km NE of Bitung, Indonesia",earthquake,8.9,8.5,0.093,35,reviewed,us,us
2018-11-16T07:53:01.700Z,-57.587,-65.8883,10,5.2,mww,,96,2.833,0.76,us,us1000hsll,2018-11-16T08:08:58.040Z,"Drake Passage",earthquake,5.9,1.8,0.073,18,reviewed,us,us
2018-11-16T07:19:12.560Z,-57.5782,-65.9981,10,4.9,mb,,160,2.804,0.67,us,us1000hsl2,2018-11-16T07:35:54.040Z,"Drake Passage",earthquake,7.1,1.9,0.091,38,reviewed,us,us
2018-11-16T05:25:24.980Z,-56.7363,-25.4054,10,5,mb,,110,6.757,0.42,us,us1000hsjm,2018-11-16T05:45:00.040Z,"109km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.2,1.9,0.09,40,reviewed,us,us
2018-11-16T05:21:58.210Z,42.3844,-126.6387,10,4.5,mb,,189,1.798,1.13,us,us1000hsji,2018-11-21T06:49:03.495Z,"180km WSW of Port Orford, Oregon",earthquake,5.5,2,0.089,37,reviewed,us,us
2018-11-16T05:03:45.080Z,-10.4592,163.3469,10,4.9,mb,,144,3.499,1.48,us,us1000hsjb,2018-11-16T05:36:52.040Z,"156km E of Kirakira, Solomon Islands",earthquake,5.1,1.9,0.096,34,reviewed,us,us
2018-11-16T05:01:06.070Z,-56.6199,-25.2307,10,4.8,mb,,77,6.817,0.61,us,us1000hsjq,2018-11-16T06:06:08.040Z,"121km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.9,1.8,0.099,32,reviewed,us,us
2018-11-16T04:48:51.690Z,36.46,67.4497,13.61,5,mb,,74,1.224,1.12,us,us1000hsj6,2018-11-16T15:08:23.395Z,"34km SW of Khulm, Afghanistan",earthquake,6.1,3.6,0.061,88,reviewed,us,us
2018-11-16T04:18:14.510Z,-56.6789,-25.3526,10,5.4,mb,,83,6.768,1.15,us,us1000hsiw,2018-11-21T16:32:24.040Z,"113km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.9,1.9,0.071,68,reviewed,us,us
2018-11-16T03:33:07.640Z,-10.0905,163.7593,10,4.8,mb,,238,3.812,1.07,us,us1000hvqn,2018-11-29T01:44:51.040Z,"205km E of Kirakira, Solomon Islands",earthquake,15,2,0.176,11,reviewed,us,us
2018-11-16T03:26:55.330Z,-10.5266,163.1275,10.6,6.2,mww,,40,10.029,1.24,us,us1000hsie,2018-11-16T22:14:17.040Z,"132km E of Kirakira, Solomon Islands",earthquake,8.7,4.4,0.055,32,reviewed,us,us
2018-11-16T03:26:31.960Z,-10.7429,162.995,10,4.8,mb,,109,3.268,0.69,us,us1000hsig,2018-11-16T04:03:27.040Z,"121km ESE of Kirakira, Solomon Islands",earthquake,6.8,1.9,0.111,25,reviewed,us,us
2018-11-16T03:16:49.930Z,-10.6539,163.1805,10,4.6,mb,,143,3.405,1.24,us,us1000hvqm,2018-11-29T00:05:42.040Z,"139km E of Kirakira, Solomon Islands",earthquake,12.3,2,0.146,14,reviewed,us,us
2018-11-16T03:10:06.800Z,-56.8427,-25.6199,44.77,4.8,mb,,128,17.663,1.17,us,us1000hvr5,2018-11-28T23:39:44.040Z,"97km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.9,9.1,0.131,20,reviewed,us,us
2018-11-16T02:49:12.760Z,39.6014,141.937,49.23,4.5,mb,,137,1.361,0.69,us,us1000hsi3,2018-11-19T05:23:47.346Z,"4km SSW of Miyako, Japan",earthquake,7.3,7.5,0.108,25,reviewed,us,us
2018-11-16T01:39:09.110Z,3.0189,127.5061,10,4.5,mb,,144,2.236,1.36,us,us1000hvqg,2018-11-28T04:37:56.040Z,"153km NNW of Tobelo, Indonesia",earthquake,7.1,1.9,0.156,12,reviewed,us,us
2018-11-16T01:31:54.400Z,1.2319,126.9436,126.93,4.6,mb,,100,0.622,0.48,us,us1000hshi,2018-11-16T01:54:11.040Z,"68km NW of Kota Ternate, Indonesia",earthquake,10.2,7.7,0.103,30,reviewed,us,us
2018-11-16T01:05:30.191Z,65.5781,-166.807,8.9,4.6,ml,,,,0.86,ak,ak20363564,2018-11-29T01:23:37.801Z,"82km SSW of Shishmaref, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-11-15T23:09:01.060Z,-56.2363,-122.0441,10,6.3,mww,,16,27.209,0.87,us,us1000hsfz,2018-12-03T05:29:31.194Z,"Southern East Pacific Rise",earthquake,10.1,1.7,0.06,27,reviewed,us,us
2018-11-15T20:07:21.430Z,-56.7757,-25.5468,10,5.2,mb,,83,6.694,1.09,us,us1000hvhq,2018-12-05T21:49:41.040Z,"101km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.4,1.8,0.083,53,reviewed,us,us
2018-11-15T20:02:22.920Z,-56.7065,-25.546,15,6.4,mww,,26,6.674,0.76,us,us1000hsaf,2018-12-05T21:33:00.406Z,"101km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.2,1.7,0.05,39,reviewed,us,us
2018-11-15T18:13:25.740Z,53.8605,-166.2834,84,4.6,mb,,144,0.131,0.84,us,us1000hs81,2018-12-05T21:26:59.642Z,"16km E of Unalaska, Alaska",earthquake,4,4.1,0.036,227,reviewed,us,us
2018-11-15T17:16:57.650Z,37.5256,20.3584,10,4.6,mb,,147,1.295,0.77,us,us1000hs73,2018-12-05T21:21:01.040Z,"46km WSW of Mouzaki, Greece",earthquake,4.6,1.8,0.136,16,reviewed,us,us
2018-11-15T17:09:48.110Z,-22.0458,170.3372,10,4.8,mb,,107,2.735,0.79,us,us1000hs6y,2018-12-05T21:17:16.040Z,"180km WNW of Ile Hunter, New Caledonia",earthquake,9.4,1.9,0.09,38,reviewed,us,us
2018-11-15T16:49:41.840Z,-56.8132,-25.6887,10,5.4,mww,,31,6.631,1.11,us,us1000hs5v,2018-11-21T16:53:41.040Z,"93km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.8,1.5,0.069,20,reviewed,us,us
2018-11-15T12:05:44.800Z,-24.7396,-175.2519,33.54,4.7,mb,,101,7.495,0.52,us,us1000hs4h,2018-11-15T13:43:49.040Z,"South of Tonga",earthquake,10,4.6,0.115,24,reviewed,us,us
2018-11-15T11:00:05.670Z,37.6488,20.4715,10,4.6,mb,,129,1.249,0.97,us,us1000hs3z,2018-11-15T11:21:29.040Z,"31km WSW of Mouzaki, Greece",earthquake,5.7,2,0.141,15,reviewed,us,us
2018-11-15T10:47:59.110Z,-18.0681,-177.7723,567.14,4.6,mb,,117,3.754,0.56,us,us1000hs3y,2018-11-15T11:10:04.040Z,"Fiji region",earthquake,15,9.7,0.111,24,reviewed,us,us
2018-11-15T09:09:25.770Z,37.4762,20.7088,10,4.7,mb,,99,1.014,0.92,us,us1000hs2u,2018-11-15T15:27:29.735Z,"28km SSW of Lithakia, Greece",earthquake,5.5,1.9,0.097,32,reviewed,us,us
2018-11-15T09:02:05.430Z,37.6168,20.7309,10,4.9,mb,,45,1.046,1.3,us,us1000hs2t,2018-11-15T09:55:28.943Z,"14km SSW of Mouzaki, Greece",earthquake,5.8,1.8,0.058,94,reviewed,us,us
2018-11-15T07:50:04.620Z,10.568,-86.0702,32.82,4.6,mb,,154,1.133,0.51,us,us1000hs2g,2018-11-21T12:50:19.240Z,"46km W of Sardinal, Costa Rica",earthquake,4,9.1,0.091,36,reviewed,us,us
2018-11-15T04:44:57.400Z,11.7364,143.6362,19.62,4.8,mb,,130,2.199,0.47,us,us1000hs18,2018-11-15T05:06:06.040Z,"203km SSW of Merizo Village, Guam",earthquake,11.1,6,0.071,61,reviewed,us,us
2018-11-15T04:31:27.520Z,6.2004,93.1503,37.04,4.5,mb,,194,3.899,0.94,us,us1000hs1b,2018-11-15T05:14:08.040Z,"196km S of Mohean, India",earthquake,7.5,9.7,0.124,19,reviewed,us,us
2018-11-15T03:55:05.180Z,-2.8535,119.4687,28.69,4.7,mb,,101,3.094,0.81,us,us1000hs0x,2018-11-15T04:06:24.040Z,"14km NE of Mamasa, Indonesia",earthquake,7.9,6.8,0.115,23,reviewed,us,us
2018-11-15T03:46:49.450Z,10.4978,-86.0944,30.8,4.5,mb,,183,1.142,0.75,us,us1000hs0v,2018-11-22T03:17:59.802Z,"48km W of Sardinal, Costa Rica",earthquake,7.9,9.3,0.06,82,reviewed,us,us
2018-11-15T01:57:41.490Z,37.4163,20.5004,10,4.6,mb,,134,1.16,0.98,us,us1000hrzs,2018-11-15T02:17:29.040Z,"44km SW of Mouzaki, Greece",earthquake,5.7,1.9,0.137,16,reviewed,us,us
2018-11-15T00:09:05.710Z,71.3029,-9.2578,10,5.2,mww,,35,4.251,0.5,us,us1000hrys,2018-11-25T06:40:59.040Z,"46km NNW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.3,1.8,0.073,18,reviewed,us,us
2018-11-14T23:31:25.160Z,-2.9329,119.3294,10,4.9,mb,,51,2.11,0.66,us,us1000hryd,2018-11-25T05:20:56.040Z,"5km W of Mamasa, Indonesia",earthquake,4.3,1.9,0.077,52,reviewed,us,us
2018-11-14T23:10:08.180Z,-2.9814,119.4348,10,4.5,mb,,80,2.043,0.6,us,us1000hv36,2018-11-25T01:22:55.040Z,"7km SE of Mamasa, Indonesia",earthquake,6.4,1.9,0.163,11,reviewed,us,us
2018-11-14T23:01:21.720Z,-2.9046,119.3883,13.07,5.5,mww,,29,2.126,0.82,us,us1000hrxp,2018-11-25T01:16:09.024Z,"4km NNE of Mamasa, Indonesia",earthquake,6,3.3,0.046,45,reviewed,us,us
2018-11-14T21:29:38.710Z,55.726,161.9608,66.58,5.1,mb,,112,3.329,0.71,us,us1000hrvr,2018-11-24T22:50:56.040Z,"64km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,9.7,6.2,0.061,86,reviewed,us,us
2018-11-14T21:21:50.960Z,55.6324,162.0008,50.21,6.1,mww,,17,3.268,0.73,us,us1000hrv1,2018-11-24T04:17:03.721Z,"72km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,7.1,3.5,0.051,37,reviewed,us,us
2018-11-14T20:42:17.800Z,-16.8908,177.5889,10,4.6,mb,,94,0.957,1.03,us,us1000hrus,2018-11-29T00:37:45.040Z,"81km N of Lautoka, Fiji",earthquake,5.2,1.9,0.104,28,reviewed,us,us
2018-11-14T20:06:09.420Z,-23.5639,-177.7617,245.48,4.8,mb,,87,5.66,0.91,us,us1000hrt8,2018-11-29T00:32:49.040Z,"South of the Fiji Islands",earthquake,6.8,8,0.053,112,reviewed,us,us
2018-11-14T18:56:24.800Z,-60.4493,-26.7037,10,5,mb,,152,8.127,0.62,us,us1000hrsc,2018-11-29T00:28:30.040Z,"158km S of Bristol Island, South Sandwich Islands",earthquake,15.5,1.9,0.092,41,reviewed,us,us
2018-11-14T18:47:20.550Z,43.8533,94.1723,10,4.5,mb,,58,8.872,0.56,us,us1000hrrq,2018-11-29T00:27:49.040Z,"103km SW of Bayan-Ovoo, Mongolia",earthquake,6.5,1.9,0.078,48,reviewed,us,us
2018-11-14T18:26:56.430Z,11.0925,140.6754,10,5.2,mb,,45,4.789,0.8,us,us1000hrri,2018-11-29T00:27:16.040Z,"147km N of Fais, Micronesia",earthquake,9,1.8,0.035,268,reviewed,us,us
2018-11-14T17:57:28.570Z,-20.3491,-177.5757,513.82,4.6,mb,,99,4.879,1.03,us,us1000hv2w,2018-12-04T20:07:14.040Z,"121km ENE of Ndoi Island, Fiji",earthquake,11.8,6.5,0.069,63,reviewed,us,us
2018-11-14T17:32:38.670Z,51.1404,157.4127,72.54,4.5,mb,,163,1.978,0.57,us,us1000hrpg,2018-11-29T00:25:33.040Z,"74km ESE of Ozernovskiy, Russia",earthquake,11.6,8.8,0.079,47,reviewed,us,us
2018-11-14T17:23:31.720Z,-9.0392,115.4621,68.09,5,mb,,48,1.413,1.01,us,us1000hrpc,2018-11-29T00:25:14.112Z,"38km SE of Bualu, Indonesia",earthquake,6.2,4.9,0.069,68,reviewed,us,us
2018-11-14T17:21:07.090Z,-46.882,-10.6492,10,4.8,mb,,109,25.139,0.73,us,us1000hv2v,2018-12-03T18:24:13.040Z,"Southern Mid-Atlantic Ridge",earthquake,7.7,1.8,0.109,38,reviewed,us,us
2018-11-14T17:10:48.120Z,34.0148,83.9006,11.97,4.5,mb,,75,6.533,0.65,us,us1000hrp8,2018-11-29T00:22:28.040Z,"195km N of Luring, China",earthquake,7.4,3.5,0.087,39,reviewed,us,us
2018-11-14T15:53:35.280Z,12.7917,143.6979,102.01,4.5,mb,,92,1.388,0.57,us,us1000hv2q,2018-11-27T02:50:27.040Z,"117km WSW of Merizo Village, Guam",earthquake,10.9,6.9,0.079,47,reviewed,us,us
2018-11-14T10:07:30.980Z,42.6765,141.9846,35,4.8,mb,,75,1.092,0.61,us,us1000hrjc,2018-11-14T11:03:03.312Z,"31km E of Tomakomai, Japan",earthquake,5.5,1.9,0.04,193,reviewed,us,us
2018-11-14T04:09:41.120Z,34.7663,139.9805,105.5,5,mb,,97,1.483,0.71,us,us1000hrh4,2018-11-15T22:08:18.906Z,"26km SSE of Tateyama, Japan",earthquake,6.3,6.8,0.107,28,reviewed,us,us
2018-11-14T01:13:33.210Z,37.6567,20.3005,10,4.5,mb,,129,2.09,0.93,us,us1000hrgj,2018-11-28T23:29:07.040Z,"45km WSW of Katastarion, Greece",earthquake,6.5,1.9,0.131,17,reviewed,us,us
2018-11-14T00:10:33.100Z,19.6256,-65.084,85,4.9,mb,29,224,1.653,0.76,pr,pr2018318000,2018-11-26T01:50:24.040Z,"143km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.89,14.52,0.35,22,reviewed,pr,pr
2018-11-13T21:09:33.230Z,45.2679,150.481,54.13,4.8,mb,,129,5.628,0.75,us,us1000hrde,2018-11-23T06:08:26.040Z,"203km E of Kuril'sk, Russia",earthquake,10,5.7,0.059,89,reviewed,us,us
2018-11-13T20:00:39.220Z,35.5945,69.7322,108.73,4.8,mb,,93,2.352,0.78,us,us1000hrch,2018-11-18T22:04:45.963Z,"36km NNE of Bazarak, Afghanistan",earthquake,8,6.4,0.067,69,reviewed,us,us
2018-11-13T19:04:08.270Z,-1.8439,120.9216,29.2,4.5,mb,,77,2.013,1.13,us,us1000hrc5,2018-11-14T19:40:15.040Z,"36km NE of Pendolo, Indonesia",earthquake,5.6,7,0.106,26,reviewed,us,us
2018-11-13T17:33:30.380Z,14.1877,125.2526,10,5,mb,,103,7.08,0.79,us,us1000hrbd,2018-11-14T19:09:15.040Z,"103km ENE of Gigmoto, Philippines",earthquake,3.1,1.9,0.054,113,reviewed,us,us
2018-11-13T13:47:50.980Z,41.9723,19.2987,10,4.8,mb,,28,0.448,0.99,us,us1000hr9x,2018-11-21T15:02:25.704Z,"7km NE of Ulcinj, Montenegro",earthquake,5.2,1.9,0.071,62,reviewed,us,us
2018-11-13T09:06:12.710Z,71.3673,-9.0965,10,4.6,mb,,57,4.309,1.2,us,us1000hr7y,2018-11-13T09:30:56.040Z,"51km NNW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7,1.9,0.122,20,reviewed,us,us
2018-11-13T07:34:03.150Z,-4.6688,137.0973,10,5.3,mb,,88,5.14,0.85,us,us1000hr79,2018-11-30T08:25:17.891Z,"117km SE of Enarotali, Indonesia",earthquake,9.4,1.9,0.068,73,reviewed,us,us
2018-11-13T07:14:41.080Z,15.4368,146.1881,57.23,4.8,mb,,150,2.237,0.5,us,us1000huuq,2018-11-30T08:15:26.040Z,"52km ENE of Saipan, Northern Mariana Islands",earthquake,6.4,8.8,0.087,41,reviewed,us,us
2018-11-13T07:01:38.690Z,-16.9635,167.5523,35,4.5,mb,,190,4.722,0.67,us,us1000huup,2018-11-30T08:03:58.040Z,"94km S of Lakatoro, Vanuatu",earthquake,6.2,2,0.136,16,reviewed,us,us
2018-11-12T23:37:54.980Z,-11.1768,163.446,10,4.5,mb,,229,3.851,1.16,us,us1000hudy,2018-11-22T02:28:37.040Z,"184km ESE of Kirakira, Solomon Islands",earthquake,7.8,2,0.157,12,reviewed,us,us
2018-11-12T22:37:27.530Z,-3.076,-103.3972,10,5.6,mww,,37,21.055,0.95,us,us1000hr1c,2018-11-21T03:17:00.357Z,"Central East Pacific Rise",earthquake,12.3,1.8,0.059,28,reviewed,us,us
2018-11-12T20:38:58.880Z,-1.7631,120.4711,10,4.7,mb,,64,2.408,1.07,us,us1000hqz2,2018-11-29T00:10:08.040Z,"41km NW of Pendolo, Indonesia",earthquake,6.6,1.9,0.079,49,reviewed,us,us
2018-11-12T19:55:49.210Z,-5.2688,146.2407,160,4.7,mb,,64,3.395,0.81,us,us1000hqyd,2018-11-28T16:58:16.040Z,"49km E of Madang, Papua New Guinea",earthquake,9.5,7.4,0.059,89,reviewed,us,us
2018-11-12T18:29:14.380Z,-21.083,-68.9502,113.09,4.5,mb,,53,0.503,0.74,us,us1000hqvz,2018-11-28T16:45:03.040Z,"153km N of Calama, Chile",earthquake,5.7,5.3,0.075,52,reviewed,us,us
2018-11-12T17:53:44.890Z,-18.6516,-175.3991,198.67,5,mb,,78,5.047,0.9,us,us1000hqvr,2018-11-27T23:45:11.040Z,"149km W of Neiafu, Tonga",earthquake,12,8.3,0.097,34,reviewed,us,us
2018-11-12T15:19:24.270Z,-42.4803,-16.1525,10,4.5,mb,,159,36.296,0.66,us,us1000hudx,2018-11-20T14:48:18.040Z,"southern Mid-Atlantic Ridge",earthquake,12.4,2,0.242,6,reviewed,us,us
2018-11-12T14:55:02.800Z,6.2725,123.8028,35,4.7,mb,,54,1.934,0.8,us,us1000hqu6,2018-11-20T14:35:29.040Z,"34km WSW of Sangay, Philippines",earthquake,2.3,2,0.089,38,reviewed,us,us
2018-11-12T14:49:14.390Z,6.2533,123.7598,24.4,4.8,mb,,63,1.98,0.71,us,us1000hqu5,2018-11-20T14:33:46.040Z,"37km SW of Sangay, Philippines",earthquake,6.8,6.4,0.092,36,reviewed,us,us
2018-11-12T14:12:21.040Z,13.1132,-90.3224,35,4.5,mb,,185,1.205,0.94,us,us1000hqtw,2018-11-20T14:32:41.040Z,"78km SW of Acajutla, El Salvador",earthquake,7.1,2,0.057,91,reviewed,us,us
2018-11-12T09:47:34.810Z,71.4431,13.515,10,4.6,mb,,47,4.452,1.06,us,us1000hqsc,2018-11-12T10:14:32.040Z,"256km NNW of Andenes, Norway",earthquake,7.3,1.8,0.067,66,reviewed,us,us
2018-11-12T06:50:28.660Z,37.3507,20.5669,10,4.8,mwr,,44,2.173,0.99,us,us1000hqrp,2018-11-12T07:30:19.040Z,"46km SSW of Lithakia, Greece",earthquake,6.5,1.9,0.093,11,reviewed,us,us
2018-11-12T06:32:14.550Z,37.4135,20.5744,10,4.6,mb,,79,2.121,0.63,us,us1000hqri,2018-11-12T08:10:41.040Z,"40km SW of Lithakia, Greece",earthquake,6.5,1.9,0.1,30,reviewed,us,us
2018-11-12T03:49:28.380Z,-15.6139,-173.7539,55.37,4.5,mb,,78,2.555,0.54,us,us1000hudh,2018-11-21T02:45:45.040Z,"37km N of Hihifo, Tonga",earthquake,11.6,7,0.106,26,reviewed,us,us
2018-11-12T01:44:52.130Z,42.9554,139.2679,8.66,4.5,mb,,94,2.546,0.62,us,us1000hude,2018-11-21T01:18:05.040Z,"101km W of Iwanai, Japan",earthquake,7.1,3,0.086,40,reviewed,us,us
2018-11-12T00:20:37.520Z,-24.4763,70.3817,10,4.8,mb,,173,8.019,0.89,us,us1000hqpe,2018-11-16T05:07:50.040Z,"Mid-Indian Ridge",earthquake,14.4,1.9,0.088,40,reviewed,us,us
2018-11-12T00:14:05.780Z,-26.0793,70.7823,10,4.7,mb,,85,9.286,0.54,us,us1000hudb,2018-11-22T02:14:52.040Z,"Indian Ocean Triple Junction",earthquake,7,1.9,0.11,25,reviewed,us,us
2018-11-11T23:38:35.760Z,37.7512,20.5139,10,4.8,mwr,,45,1.912,0.89,us,us1000hqnt,2018-11-19T01:48:19.941Z,"24km WSW of Katastarion, Greece",earthquake,3.9,1.8,0.083,14,reviewed,us,us
2018-11-11T22:03:31.550Z,37.6287,20.4119,10,4.6,mb,,98,2.054,1.02,us,us1000hqnf,2018-11-12T05:39:23.381Z,"37km WSW of Mouzaki, Greece",earthquake,2.6,1.9,0.146,14,reviewed,us,us
2018-11-11T19:42:10.100Z,-22.6514,-174.8216,10,5.1,mb,,72,8.281,1.39,us,us1000hqmx,2018-11-11T20:32:46.040Z,"146km S of `Ohonua, Tonga",earthquake,11.2,1.8,0.093,38,reviewed,us,us
2018-11-11T16:55:35.320Z,-22.9189,-66.4026,222.46,4.7,mb,,30,1.637,0.85,us,us1000hqlg,2018-11-18T19:57:28.040Z,"75km WSW of Abra Pampa, Argentina",earthquake,7.6,5.6,0.036,232,reviewed,us,us
2018-11-11T15:56:56.940Z,-20.1124,66.2366,10,5.1,mb,,53,2.72,0.85,us,us1000hql9,2018-11-18T19:24:15.040Z,"298km E of Ile Rodrigues, Mauritius",earthquake,4.3,1.8,0.069,69,reviewed,us,us
2018-11-11T15:35:24.740Z,-35.7251,-179.5306,41.84,4.9,mb,,163,2.527,0.8,us,us1000hql4,2018-11-18T16:38:56.040Z,"East of the North Island of New Zealand",earthquake,10.7,7.7,0.125,25,reviewed,us,us
2018-11-11T14:03:59.560Z,15.5653,-49.8719,10,6.3,mww,,50,9.69,0.65,us,us1000hqkp,2018-11-18T15:50:46.028Z,"North Atlantic Ocean",earthquake,9.2,1.9,0.048,42,reviewed,us,us
2018-11-11T10:54:25.720Z,12.3518,144.4034,10,4.5,mb,,147,1.31,0.76,us,us1000hsuu,2018-11-20T09:23:44.040Z,"105km SSW of Merizo Village, Guam",earthquake,13.8,1.9,0.113,23,reviewed,us,us
2018-11-11T08:26:37.930Z,31.4232,141.8762,10,4.9,mb,,123,2.428,0.95,us,us1000hqjj,2018-11-11T08:42:08.040Z,"268km SE of Hachijo-jima, Japan",earthquake,7.9,1.9,0.087,42,reviewed,us,us
2018-11-11T07:13:38.800Z,1.5075,127.1574,123.61,5.5,mb,,71,0.76,0.85,us,us1000hqj1,2018-11-15T09:07:39.554Z,"82km NNW of Ternate, Indonesia",earthquake,7.3,6,0.057,108,reviewed,us,us
2018-11-11T07:07:31.780Z,29.9028,80.6507,10,4.5,mb,,116,5.736,0.96,us,us1000hqj0,2018-11-11T08:31:19.798Z,"12km ENE of Dharchula, India",earthquake,9.9,1.9,0.097,31,reviewed,us,us
2018-11-11T06:47:45.290Z,-10.4409,66.3088,10,4.9,mb,,66,12.166,0.96,us,us1000hqiy,2018-11-11T07:04:46.040Z,"Mid-Indian Ridge",earthquake,11.5,1.9,0.076,54,reviewed,us,us
2018-11-11T01:50:00.770Z,49.5372,155.8279,42.08,4.6,mb,,171,3.763,0.96,us,us1000hqhl,2018-11-11T02:16:10.040Z,"128km S of Severo-Kuril'sk, Russia",earthquake,11.9,9.2,0.081,46,reviewed,us,us
2018-11-11T00:53:14.890Z,-5.7521,153.3152,10,4.5,mb,,121,1.928,0.5,us,us1000hsuh,2018-11-17T03:40:41.040Z,"145km SSE of Taron, Papua New Guinea",earthquake,9.1,1.9,0.124,19,reviewed,us,us
2018-11-11T00:28:04.150Z,-18.5582,-173.1644,10,5.1,mb,,76,6.362,1.11,us,us1000hqh3,2018-11-23T05:17:07.040Z,"87km E of Neiafu, Tonga",earthquake,10.4,1.8,0.075,58,reviewed,us,us
2018-11-10T18:33:51.700Z,13.2514,51.358,10,4.6,mb,,34,8.489,0.91,us,us1000hqct,2018-11-14T17:53:00.040Z,"151km NW of Kilmia, Yemen",earthquake,8.4,1.9,0.061,85,reviewed,us,us
2018-11-10T17:15:46.550Z,23.9634,93.3951,51.07,5.2,mww,,50,0.868,0.67,us,us1000hqbh,2018-11-14T15:22:31.447Z,"49km SW of Churachandpur, India",earthquake,5,5.3,0.078,16,reviewed,us,us
2018-11-10T16:25:45.110Z,17.5996,-61.1222,21.48,4.5,mwr,,219,0.636,1.16,us,us1000hqas,2018-11-10T19:27:54.327Z,"73km E of Codrington, Barbuda",earthquake,5.8,8.1,0.053,34,reviewed,us,us
2018-11-10T16:05:14.530Z,-1.8633,138.7956,32.45,5.1,mb,,116,6.624,1.28,us,us1000hqal,2018-11-10T16:22:32.040Z,"216km WNW of Abepura, Indonesia",earthquake,8.2,5.4,0.092,38,reviewed,us,us
2018-11-10T12:57:12.580Z,-18.1,-178.0287,556.48,4.9,mb,,47,3.747,1.09,us,us1000hq9w,2018-11-20T09:00:26.040Z,"290km NNE of Ndoi Island, Fiji",earthquake,11.9,6.6,0.073,59,reviewed,us,us
2018-11-10T12:41:21.480Z,23.4413,143.2726,35,4.6,mb,,122,3.769,0.72,us,us1000hstw,2018-11-20T08:57:14.040Z,"246km SE of Iwo Jima, Japan",earthquake,2.9,2,0.077,50,reviewed,us,us
2018-11-10T10:06:41.090Z,-37.3449,-94.5142,10,4.6,mb,,70,16.18,0.76,us,us1000hq8w,2018-11-10T10:57:31.040Z,"West Chile Rise",earthquake,6.9,1.8,0.06,82,reviewed,us,us
2018-11-10T08:33:21.140Z,-20.4538,-174.0081,35,6.1,mww,,84,4.08,1.26,us,us1000hq85,2018-12-06T08:55:06.969Z,"98km SE of Pangai, Tonga",earthquake,8.4,1.9,0.063,24,reviewed,us,us
2018-11-10T08:02:16.700Z,-5.812,151.7214,51,5.5,mww,,56,1.669,0.77,us,us1000hq7w,2018-12-06T08:24:04.034Z,"171km SSW of Kokopo, Papua New Guinea",earthquake,7.3,1.9,0.065,23,reviewed,us,us
2018-11-10T07:53:37.130Z,-24.0938,-68.976,96.25,4.7,mb,,75,0.991,1.12,us,us1000hq7j,2018-12-06T08:16:03.040Z,"151km SSW of San Pedro de Atacama, Chile",earthquake,6.4,7.1,0.08,47,reviewed,us,us
2018-11-10T07:17:52.450Z,0.827,-29.7286,10,5.3,mb,,52,9.037,0.81,us,us1000hq76,2018-12-06T07:36:41.040Z,"Central Mid-Atlantic Ridge",earthquake,9,1.8,0.05,136,reviewed,us,us
